Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,, ,233902808, ,2022-03-31,60,60,60.0 Mln,2023-04-20,,USD,60,"Cross Border, Asset Sale",CNH Industrial NV sold Business activities/Russia to Unnamed Buyer for USD 60.00M. The transaction was announced on 3/31/2022 and completed on 4/20/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,3531,,United Kingdom,GB,Industrials,CNH Industrial NV,CONSTR MACHINE,,Russia,,Industrial Products,Industrials,Machinery,Business activities/Russia,,, , , , , , , , ,,,,,,,,,
,PwC Legal, ,233925590, ,2023-04-21,N/A,N/A,N/A,2023-04-21,,EUR,N/A,"Cross Border, Company Takeover",Severstal Trade Ges sold Severstallat AS to Marcegaglia Steel SpA. The transaction was completed on 4/21/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Mantova,Italy,IT,Materials,Marcegaglia Steel SpA,6509, ,N.A.,N.A.,3448,Austria,AT,Industrials,Severstal Trade Ges, ,Riga,Russia,LV,Materials,Materials,Steel,Severstallat AS,272,PREFAB BLDG, , , , , , , , ,,,,,,,,,
,, ,233948769, ,2023-04-24,N/A,N/A,N/A, ,,RUB,N/A,"Company Takeover, Cross Border",Continental AG announced the sale of Tayrs Rus OOO to S8 Capital AO. The transaction was announced on 4/24/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,Ernst & Young,Freshfields, ,,, ,Moscow,Russia,RU,Technology,S8 Capital AO,, ,N.A.,N.A.,5013,Germany,DE,Consumer Discretionary,Continental AG, ,Moscow,Russia,RU,Retail & Whsle - Discretionary,Consumer Discretionary,Retail - Discretionary,Tayrs Rus OOO,,AUTO PARTS, , , , , , , , ,,,,,,,,,
,, ,233956771, ,2023-04-25,N/A,N/A,N/A,2023-04-25,,RUB,N/A,"Asset Sale, Cross Border",Mercedes-Benz Group AG sold Local assets/Mercedes-Benz Group AG to Blok Avtodom OOO. The transaction was completed on 4/25/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,Ernst & Young,Noerr LLP, ,,, ,Moscow,Russia,RU,Consumer Discretionary,Blok Avtodom OOO,,VEHL WHOLESALE,5012,N.A.,,Germany,DE,Consumer Discretionary,Mercedes-Benz Group AG, ,,Russia,,Retail & Whsle - Discretionary,Consumer Discretionary,Wholesale - Discretionary,Local assets/Mercedes-Benz Group AG,,, , , , , , , , ,,,,,,,,,
,, ,234054653, ,2023-05-03,N/A,N/A,N/A,2023-05-03,,RUB,N/A,Company Takeover,Sistema PJSFC acquired Pervoye Resheniye OOO. The transaction was completed on 5/3/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Communications,Sistema PJSFC,,PHONE NO  RADI,4813, ,8742,N.A., ,N.A.,, ,N.A,Russia,RU,Industrial Services,Industrials,Commercial Support Services,Pervoye Resheniye OOO,,CONSULTING SVC, , , , , , , , ,,,,,,,,,
,, ,234060516, ,2022-04-01,N/A,N/A,N/A,2024-04-19,,EUR,N/A,Asset Sale,Purmo Group Oyj announced the sale of Russian Business/Purmo Group Oyj to Unnamed Buyer. The transaction was announced on 4/1/2022 and terminated on 4/19/2024. Financial terms of the transaction are undisclosed.,Terminated,AST,No, ,Friendly,0,Undisclosed,0,0, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,N.A.,,Finland,FI,Industrials,Purmo Group Oyj, ,,Russia,,Materials,Materials,Steel,Russian Business/Purmo Group Oyj,,, , , , , , , , ,,,,,,,,,
,, ,234081465, ,2023-05-04,690.66,690.66,54000.0 Mln,2023-05-04,,RUB,690.66,Asset Sale,Henkel AG & Co KGaA sold Russian business activities/Henkel AG & Co KGaA to Private Investor for RUB 54000.00M. The transaction was completed on 5/4/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,Noerr LLP, ,,, ,,United States,,N.A.,Private Investor,,,,N.A.,,Germany,DE,Consumer Staples,Henkel AG & Co KGaA, ,,Russia,,Consumer Staple Products,Consumer Staples,Household Products,Russian business activities/Henkel AG & Co KGaA,,, , , , , , , , ,,,,,,,,,
,, ,234181603, ,2023-05-12,N/A,N/A,N/A,2023-11-13,,RUB,N/A,Asset Sale,Decathlon SA announced the sale of Decathlon Store/Russia to Unnamed Buyer. Financial terms of the transaction are undisclosed.,Withdrawn,AST,No, ,Friendly,0,Undisclosed,0,100,2023-05-12,Preliminary Offer,Rothschild & Co,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,5941,,France,FR,Consumer Discretionary,Decathlon SA,SPORTING/BIKES,,Russia,,Retail & Whsle - Discretionary,Consumer Discretionary,Retail - Discretionary,Decathlon Store/Russia,,, , , , , , , , ,,,,,,,,,
,, ,234256020, ,2023-05-19,N/A,N/A,N/A,2023-05-19,,RUB,N/A,Asset Sale,TETIS Kepital OOO acquired Nevsky Prospekt/St Petersburg. The transaction was completed on 5/19/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Unclassifiable,TETIS Kepital OOO,, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Real Estate,Real Estate,REIT,Nevsky Prospekt/St Petersburg,,, , , , , , , , ,,,,,,,,,
,, ,234280057, ,2023-05-23,N/A,N/A,N/A,2023-11-24,,RUB,N/A,Minority Purchase,A consortium led by VTB Bank PJSC announced the acquisition of a minority stake in Nebius Group NV. Financial terms of the transaction are undisclosed.,Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,0,2023-05-23,Preliminary Offer,,, ,,, ,,Russia,,Financials,"VTB Bank PJSC,Potential Buyer",,,, ,7370,N.A., ,N.A.,, ,Schiphol,Russia,NL,Media,Communications,Internet Media & Services,Nebius Group NV,1543,COMPUT PROG, , , , , , , , ,,,,,,,,,
,, ,234374762, ,2023-06-01,N/A,N/A,N/A,2023-06-01,,RUB,N/A,"Company Takeover, Additional Stake Purchase",Mobile TeleSystems PJSC acquired Gulfstream Security Systems JSC. The transaction was completed on 6/1/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,58.380001,41.619999, ,,,, ,,, ,Moscow,Russia,RU,Communications,Mobile TeleSystems PJSC,60388, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Products,Industrials,Electrical Equipment,Gulfstream Security Systems JSC,, , , , , , , , , ,,,,,,,,,
,, ,234390246, ,2023-05-26,N/A,N/A,N/A, ,,RUB,N/A,"Company Takeover, Cross Border",Cie Generale des Etablissements Michelin SCA announced the sale of Spetsialnyye Shiny OOO & Mishlen OOO to Pauer Interneshnl-Metally OOO. The transaction was announced on 5/26/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,N.A,Russia,RU,Materials,Pauer Interneshnl-Metally OOO,,SECOND NONFERR,3341,N.A.,,France,FR,Consumer Discretionary,Cie Generale des Etablissements Michelin SCA, ,,Russia,,"Consumer Discretionary Products, Consumer Discretionary Products","Consumer Discretionary, Consumer Discretionary","Automotive, Automotive","Mishlen OOO,Spetsialnyye Shiny OOO",,, , , , , , , , ,,,,,,,,,
,, ,234496636, ,2023-06-10,110.88,110.88,1200.0 Mln,2023-07-17,,SEK,117.12,"Cross Border, Asset Sale",Essity AB sold Russian Operations/Essity AB to NEW Technologies LLC for SEK 1200.00M. The transaction was announced on 6/10/2023 and completed on 7/17/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,JP Morgan,, ,,, ,Sharpsburg,United States,US,Industrials,NEW Technologies LLC,2,BUSINESS SVC,7389,N.A.,,Sweden,SE,Consumer Staples,Essity AB, ,,Russia,,Retail & Whsle - Discretionary,Consumer Discretionary,E-Commerce Discretionary,Russian Operations/Essity AB,,, , , , , , , , ,,,,,,,,,
,Cms Legal, ,234498746, ,2023-05-04,N/A,N/A,N/A,2023-05-04,,RUB,N/A,"Cross Border, Asset Sale",HASSLACHER DRAULAND Holzindustrie GmbH sold Russian location/Malaya Vishera to Gruppa Kompaniy Vologodskiye Lesopromyshlenniki AO. The transaction was completed on 5/4/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Vologda,Russia,RU,Industrials,Gruppa Kompaniy Vologodskiye Lesopromyshlenniki AO,, ,N.A.,2421,,Austria,AT,Materials,HASSLACHER DRAULAND Holzindustrie GmbH,SAW/PLANE MILL,,Russia,,Real Estate,Real Estate,REIT,Russian location/Malaya Vishera,,, , , , , , , , ,,,,,,,,,
,, ,234533546, ,2023-06-15,5.99,5.99,500.0 Mln,2023-06-15,,RUB,5.99,Asset Sale,Starbucks Corp sold Coffee store/Russia to Private Investor for RUB 500.00M. The transaction was completed on 6/15/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,United States,,N.A.,Private Investor,,,,5810,,United States,US,Consumer Discretionary,Starbucks Corp,EAT/DRINK PLAC,,Russia,,Consumer Staple Products,Consumer Staples,Beverages,Coffee store/Russia,,, , , , , , , , ,,,,,,,,,
,, ,234535777, ,2023-05-19,N/A,N/A,N/A,2023-05-19,,USD,N/A,Minority Purchase,Unnamed Buyer acquired a minority stake in United Co RUSAL International. The transaction was completed on 5/19/2023. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,0, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Materials,Materials,Metals & Mining,United Co RUSAL International,50895, , , , , , , , , ,,,,,,,,,
,, ,234575350, ,2023-06-06,N/A,N/A,N/A,2023-06-06,,USD,N/A,"Majority Purchase, Cross Border",Awareness Group/The acquired Arbuz Group LLP. The transaction was completed on 6/6/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,82, ,,,, ,,, ,Fort Wayne,United States,US,Industrials,Awareness Group/The,,LOAN BROKERS,6163, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Arbuz Group LLP,, , , , , , , , , ,,,,,,,,,
,, ,234581929, ,2015-12-07,N/A,N/A,N/A, ,,RUB,N/A,Company Takeover,Rosneft Oil Co PJSC announced the acquisition of Pechora LNG OOO. The transaction was announced on 12/7/2015 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Energy,Rosneft Oil Co PJSC,302100, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Pechora LNG OOO,, , , , , , , , , ,,,,,,,,,
,, ,234614160, ,2023-06-23,N/A,N/A,N/A, ,,RUB,N/A,Asset Sale,Carlsberg AS announced the sale of Russian business/Carlsberg AS to Unnamed Buyer. The transaction was announced on 6/23/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,Nomura,Baker & Baker, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,N.A.,,Denmark,DK,Consumer Staples,Carlsberg AS, ,,Russia,,Consumer Staple Products,Consumer Staples,Beverages,Russian business/Carlsberg AS,,, , , , , , , , ,,,,,,,,,
,, ,234709737, ,2023-07-03,N/A,N/A,N/A,2023-07-03,,RUB,N/A,"Cross Border, Asset Sale",Balchug Capital CJSC acquired Pulkovo Sky/St Petersburg. The transaction was completed on 7/3/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Yerevan,Armenia,AM,Financials,Balchug Capital CJSC,, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Real Estate,Real Estate,REIT,Pulkovo Sky/St Petersburg,,, , , , , , , , ,,,,,,,,,
,, ,234709742, ,2023-07-03,N/A,N/A,N/A,2023-07-03,,RUB,N/A,"Asset Sale, Cross Border",Balchug Capital CJSC acquired Metropolis shopping center/Moscow. The transaction was completed on 7/3/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Yerevan,Armenia,AM,Financials,Balchug Capital CJSC,, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Real Estate,Real Estate,REIT,Metropolis shopping center/Moscow,,, , , , , , , , ,,,,,,,,,
,, ,234710396, ,2023-07-03,N/A,N/A,N/A,2023-07-03,,RUB,N/A,"Cross Border, Company Takeover",News Outdoor Russia LLC acquired Gelleri Servis OOO. The transaction was completed on 7/3/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,United States,RU,Communications,News Outdoor Russia LLC,, ,N.A., ,7311,N.A., ,N.A.,, , ,Russia,RU,Media,Communications,Advertising & Marketing,Gelleri Servis OOO,,ADVERT AGENCY, , , , , , , , ,,,,,,,,,
,, ,234752983, ,2023-07-06,N/A,N/A,N/A,2023-07-06,,RUB,N/A,Majority Purchase,Ros Agro PLC acquired Nizhny Novgorod Oil & Fat Mill. The transaction was completed on 7/6/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,50, ,,,, ,,, ,Tambov,Russia,RU,Consumer Staples,Ros Agro PLC,29781, ,N.A., ,N.A.,N.A., ,N.A.,, ,Uryupinsk,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Nizhny Novgorod Oil & Fat Mill,2074, , , , , , , , , ,,,,,,,,,
,, ,234833005, ,2023-07-13,N/A,N/A,N/A,2023-07-13,,RUB,N/A,Majority Purchase,Softline Group acquired Gruppa Borlas OOO. The transaction was completed on 7/13/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,50.099998, ,,,, ,,, ,Moscow,Russia,RU,Technology,Softline Group,, ,N.A., ,7371,N.A., ,N.A.,, ,N.A,Russia,RU,Software & Tech Services,Technology,Software,Gruppa Borlas OOO,,PRGRMNG SVC, , , , , , , , ,,,,,,,,,
,, ,234834261, ,2023-07-14,N/A,N/A,N/A,2023-07-14,,JPY,N/A,Asset Sale,Isuzu Motors Ltd sold Production/Russia to Sollers PJSC. The transaction was completed on 7/14/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Undisclosed,0,0, ,,,, ,,, ,Moscow,Russia,RU,Consumer Discretionary,Sollers PJSC,35, ,N.A.,N.A.,,Japan,JP,Industrials,Isuzu Motors Ltd, ,,Russia,,Industrial Products,Industrials,Transportation Equipment,Production/Russia,,, , , , , , , , ,,,,,,,,,
,, ,234860554, ,2023-07-17,24.77,24.77,2240.0 Mln,2023-07-17,,RUB,24.77,Asset Sale,MD Medical Holding Ltd acquired 31 Michurinsky Prospekt/Moscow for RUB 2240.00M. The transaction was completed on 7/17/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, , ,Russia,RU,Health Care,MD Medical Holding Ltd,, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Health Care,Health Care,Health Care Facilities & Svcs,31 Michurinsky Prospekt/Moscow,,, , , , , , , , ,,,,,,,,,
,, ,234872404, ,2022-02-21,27.8,27.8,27.8 Mln,2022-02-21,,USD,27.8,"Minority Purchase, Financing Round, Cross Border, Venture Capital, Green Deal, Private Equity",A consortium led by Mobile TeleSystems PJSC acquired a minority stake in Shering Technologies OOO. The transaction was completed on 02/21/2022.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Communications, Financials, Financials","Mobile TeleSystems PJSC,VPE Investment Management Ltd (Fund: VPE Capital Fund Russia),VEN Ventures LLC",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Automotive,Shering Technologies OOO,, , , , , , , , , ,,,,,,,,,
,, ,235040213, ,2023-08-01,N/A,N/A,N/A,2024-05-02,,RUB,N/A,Company Takeover,PetroNeft Resources PLC announced the acquisition of Granite Construction OOO. Financial terms of the transaction are undisclosed.,Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,100,2023-08-01,,,, ,,, ,Dublin 2,Russia,IE,Energy,PetroNeft Resources PLC,37, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Materials,Materials,Construction Materials,Granite Construction OOO,, , , , , , , , , ,,,,,,,,,
,, ,235041610, ,2023-08-02,N/A,N/A,N/A,2023-08-02,,RUB,N/A,Company Takeover,Insight Investment Group LLC acquired Bilantliya AO. The transaction was completed on 8/2/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Financials,Insight Investment Group LLC,, ,N.A., ,4121,N.A., ,N.A.,, ,Sankt-peterburg,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Bilantliya AO,,TAXICABS, , , , , , , , ,,,,,,,,,
,, ,235042860, ,2023-08-02,4.4,4.4,4.0 Mln,2023-08-02,,EUR,4.4,"Cross Border, Minority Purchase",SRV Group Oyj sold a minority stake in SRV Development LLC to Geomare Investments Ltd. The transaction was completed on 8/2/2023.,Completed,INV,No, ,Friendly,0,Cash,0,50, ,,,, ,,, , ,Cyprus,CY,Financials,Geomare Investments Ltd,, ,N.A.,N.A.,N.A.,Finland,FI,Industrials,SRV Group Oyj, ,Sankt-peterburg,Russia,US,Real Estate,Real Estate,Real Estate Owners & Developers,SRV Development LLC,, , , , , , , , , ,,,,,,,,,
,, ,235044040, ,2023-08-01,N/A,N/A,N/A, ,,RUB,N/A,"Company Takeover, Asset Sale",X5 Retail Group NV announced the acquisition of Victoria Baltiya LLC & Deshevo Stores/Kaliningrad. The transaction was announced on 8/1/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Amsterdam,Russia,NL,Consumer Staples,X5 Retail Group NV,498525, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,"Real Estate, Consumer Discretionary Services","Real Estate, Consumer Discretionary","REIT, Leisure Facilities & Services","Victoria Baltiya LLC,Deshevo Stores/Kaliningrad",,, , , , , , , , ,,,,,,,,,
,, ,235074982, ,2023-09-21,834.4,834.4,80000.0 Mln,2023-10-04,,RUB,800,"Asset Sale, Company Takeover, Cross Border",Mondi PLC sold Syktyvkarsky Forestry Enterprise JSC to Sezar Group OOO for RUB 80000.00M. The transaction was announced on 9/21/2023 and completed on 10/4/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100,2023-08-04,,Ernst & Young/Rothschild & Co,Freshfields, ,,, ,Moscow,Russia,RU,Real Estate,Sezar Group OOO,, ,N.A.,N.A.,N.A.,Austria,GB,Materials,Mondi PLC, ,Komi Republic,Russia,RU,Materials,Materials,"Forestry, Paper & Wood Products",Syktyvkarsky Forestry Enterprise JSC,, , , , , , , , , ,,,,,,,,,
,, ,235093693, ,2023-08-07,163.49,163.49,15600.0 Mln,2023-08-10,,RUB,160.37,"Minority Purchase, Cross Border",Eastnine AB sold a minority stake in Melon Fashion Group OAO to GEM Invest LLC. The transaction was announced on 8/7/2023 and completed on 8/10/2023.,Completed,INV,No, ,Friendly,0,Cash,0,36, ,,,, ,,, ,Moscow,Russia,RU,Financials,GEM Invest LLC,, ,N.A.,N.A.,N.A.,Sweden,SE,Real Estate,Eastnine AB, , ,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Apparel & Textile Products,Melon Fashion Group OAO,, , , , , , , , , ,,,,2023-08-07,,,,,
,, ,235144195, ,2023-08-11,15,15,15.0 Mln,2023-08-01,,USD,15,Asset Sale,Magna International Inc sold Russian assets/Magna International Inc to Unnamed Buyer for USD 15.00M. The transaction was announced on 8/11/2023 and completed on 8/1/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,3714,,Canada,CA,Consumer Discretionary,Magna International Inc,VEHICLE PARTS,,Russia,,Consumer Discretionary Products,Consumer Discretionary,Automotive,Russian assets/Magna International Inc,,, , , , , , , , ,,,,,,,,,
,, ,235145087, ,2023-08-11,N/A,N/A,N/A,2023-08-11,,RUB,N/A,"Cross Border, Minority Purchase",Marathon Oil Corp sold a minority stake in Demetra-Holding OOO to Unnamed Buyer. The transaction was completed on 8/11/2023. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,10.57, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,1311,N.A.,United States,US,Energy,Marathon Oil Corp,CRUDE PETR/NG,Moscow,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Demetra-Holding OOO,, , , , , , , , , ,,,,,,,,,
,, ,235184392, ,2023-04-24,N/A,N/A,N/A,2024-08-02,,RUB,N/A,Asset Sale,HUGO BOSS AG sold Russian wholesale business to Stokmann AO/Moscow. The transaction was announced on 4/24/2023 and completed on 8/2/2024. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100,2023-08-16,Preliminary Offer,,, ,,, ,Moscow,Russia,RU,Consumer Staples,Stokmann AO/Moscow,,MISC FOOD STOR,5499,N.A.,,Germany,DE,Consumer Discretionary,HUGO BOSS AG, ,,Russia,,Retail & Whsle - Discretionary,Consumer Discretionary,E-Commerce Discretionary,Russian wholesale business,,, , , , , , , , ,,,,,,,,,
,, ,235210964, ,2023-08-18,N/A,N/A,N/A, ,,EUR,N/A,"Cross Border, Asset Sale",Valeo SE announced the sale of Powertrain Systems business/Russia to NPK Avtopribor OOO. The transaction was announced on 8/18/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Vladimir,Russia,RU,Consumer Discretionary,NPK Avtopribor OOO,, ,N.A.,N.A.,,France,FR,Consumer Discretionary,Valeo SE, ,,Russia,,Media,Communications,Internet Media & Services,Powertrain Systems business/Russia,,, , , , , , , , ,,,,,,,,,
,, ,235276373, ,2023-08-25,10,10,72.9 Mln,2024-05-24,,CNY,10.06,"Majority Purchase, Cross Border",China Minsheng Future Holdings Group Co Ltd sold United New Material Co Ltd to Suzhou Jingmoshen Material Technology Co Ltd for CNY 72.90M. The transaction was announced on 8/25/2023 and completed on 5/24/2024.,Completed,M&A,No, ,Friendly,0,Cash,0,51, ,,,, ,,,5, ,China,CN,Consumer Discretionary,Suzhou Jingmoshen Material Technology Co Ltd,, ,N.A.,N.A.,N.A.,China,CN,Industrials,China Minsheng Future Holdings Group Co Ltd, , ,Russia,RU,Materials,Materials,Chemicals,United New Material Co Ltd,, , , , , , , , , ,,,,,,,,,
,, ,235330322, ,2023-08-25,0,0,1e-06 Mln,2023-08-25,,EUR,0,"Cross Border, Asset Sale",Heineken NV sold Certain assets/Heineken NV to DKK Zao for EUR 0.00M. The transaction was completed on 8/25/2023.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,N.A,Russia,RU,Financials,DKK Zao,,SEC/CMMDTY NEC,6289,N.A.,,Netherlands,NL,Consumer Staples,Heineken NV, ,,Russia,,Consumer Staple Products,Consumer Staples,Beverages,Certain assets/Heineken NV,,, , , , , , , , ,,,,,,,,,
,, ,235405326, ,2023-09-06,N/A,N/A,N/A,2024-03-06,,RUB,N/A,Asset Sale,La Poste SA announced the sale of Russian DPD business/Geopost SA to Potential Buyer. Financial terms of the transaction are undisclosed.,Withdrawn,AST,No, ,Friendly,0,Cash,0,100,2023-09-06,On the Block,,, ,,, ,,United States,,N.A.,Potential Buyer,,,,4311,,France,FR,Industrials,La Poste SA,US POSTAL SVC,,Russia,,Industrial Services,Industrials,Transportation & Logistics,Russian DPD business/Geopost SA,,, , , , , , , , ,,,,,,,,,
,, ,235421943, ,2023-09-07,N/A,N/A,N/A, ,,RUB,N/A,Asset Sale,British American Tobacco PLC announced the sale of Belarusian businesses/British American Tobacco PLC & Russian businesses/British American Tobacco PLC to a consortium led by Management Group. The transaction was announced on 9/7/2023 and is currently pending. Financial terms of the transacti...,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,Citi,, ,,, ,,United States,,Financials,"Management Group,BFI Holding LLC FZ",,,,2111,,United Kingdom,GB,Consumer Staples,British American Tobacco PLC,CIGARETTES,,Russia,,"Consumer Staple Products, Consumer Staple Products","Consumer Staples, Consumer Staples","Tobacco & Cannabis, Tobacco & Cannabis","Russian businesses/British American Tobacco PLC,Belarusian businesses/British American Tobacco PLC",,, , , , , , , , ,,,,,,,,,
,, ,235555850, ,2023-09-20,2.71,2.71,100.0 Mln,2023-09-20,,UAH,2.71,"Private Equity, Financing Round, Venture Capital, Minority Purchase",Private Investor acquired a minority stake in Kyivstar GSM JSC. The transaction was completed on 9/20/2023.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,United States,,N.A.,Private Investor,,,, ,4899,N.A., ,N.A.,, ,M. Kyiv,Russia,UA,Telecommunications,Communications,Telecommunications,Kyivstar GSM JSC,3800,COMMUN SRV NEC, , , , , , , , ,,,,,,,,,
,, ,235612751, ,2023-09-26,N/A,N/A,N/A,2023-09-26,,RUB,N/A,Asset Sale,Volma OOO acquired Gypsum plant/Kazakhstan. The transaction was completed on 9/26/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,N.A,Russia,RU,Materials,Volma OOO,,CONCRETE PROD,3272, ,,N.A., ,N.A.,, ,,Russia,,Media,Communications,Internet Media & Services,Gypsum plant/Kazakhstan,,, , , , , , , , ,,,,,,,,,
