name,country,industry,grade_latest,action_type,filings_searched,filing_dates,writedown_usd_mn,sale_price_usd_mn,all_amounts_mn,filing_urls,edgar_search_url,status
Veeam,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Veeam%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Victoria’s Secret,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Victoria%E2%80%99s%20Secret%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Visa,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Visa%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Visa%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Visteon,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Visteon%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
WWE,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=WWE%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
WarnerMedia,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=WarnerMedia%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Waters Corporation,United States,Health Care,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Waters%20Corporation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
WePlay,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=WePlay%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
WeTransfer,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=WeTransfer%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Western Union,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Western%20Union%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Wex Inc.,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Wex%20Inc.%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
White &amp; Case,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=White%20%26amp%3B%20Case%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Windstar Cruises,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Windstar%20Cruises%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Winston &amp; Strawn,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Winston%20%26amp%3B%20Strawn%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Women's Tennis Association,United States,NGO,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Women%27s%20Tennis%20Association%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
World Athletics Council,United States,NGO,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=World%20Athletics%20Council%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
World Boxing Organization,United States,NGO,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=World%20Boxing%20Organization%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
World Rowing Federation,United States,NGO,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=World%20Rowing%20Federation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Wrangler (Kontoor),United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Wrangler%20%28Kontoor%29%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Xerox,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Xerox%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Zendesk,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Zendesk%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Zynga,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Zynga%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
eBay,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=eBay%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
edX (2U),United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=edX%20%282U%29%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
iHerb,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=iHerb%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
