name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,action_text
Norton,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
Nozbe,Poland,Industrials,B,B,other,yes,cut off services for Russia and Belarus
Nu Skin,United States,Consumer Staples,B,B,suspended,yes,suspend Russian operations
Nutanix,United States,Information Technology,B,B,suspended,yes,pause all sales and support to Russia
Nvidia,United States,Information Technology,B,B,suspended,yes,suspend all sales in Russia
ON24,United States,Information Technology,B,B,suspended,yes,suspend all Russian activities
OP Bank Lithuania,Lithuania,Financials,B,B,suspended,yes,temporarily stop the processing of all  payments from and to Russia &amp; Belarus
Olvi,Finland,Consumer Staples,B,B,suspended,yes,stop exports to Russia
Olympus,Japan,Information Technology,B,B,suspended,yes,suspend sales of Scientific Solutions portfolio and all capital investments
OpenText,Canada,Information Technology,B,B,suspended,yes,suspend all business
Oracle,United States,Information Technology,B,B,suspended,yes,suspend all operations in Russia
Orion,Finland,Health Care,B,C,other,yes,Discontinued business operations in Russia
Outokumpu,Finland,Materials,B,B,suspended,yes,stop sales and deliveries to Russia
PTC,United States,Information Technology,B,B,other,yes,discontinue all business operations and sales
PVH,United States,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
PagerDuty,United States,Information Technology,B,B,suspended,yes,suspend cooperation with Russian customers
Panasonic,Japan,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Papa John's,United States,Consumer Discretionary,B,B,suspended,yes,suspend support for all Russian franchises
Par Pacific,United States,Energy,B,B,suspended,yes,suspend purchases of Russian crude oil
Paramount,United States,Communication Services,B,B,suspended,yes,pause new content releases to Russia
Payoneer,United States,Information Technology,B,B,other,yes,close Russian accounts
Paypal,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Peak Design,United States,Consumer Staples,B,B,other,yes,shut down sales to Russia
Pekao SA,Poland,Financials,B,B,suspended,yes,transactions in Russian ruble suspended
Pernod Ricard,France,Consumer Staples,B,B,suspended,yes,"Resumed exports to Russia, then halted after calls to boycott"
Pivovary Staropramen,Czech Republic,Consumer Staples,B,B,suspended,yes,suspended beer exports
Playmobil,Germany,Consumer Discretionary,B,B,suspended,yes,stop all sales to Russia
Plzeňský Prazdroj,Czech Republic,Consumer Staples,B,B,suspended,yes,suspend sales to Russia
Podravka,Croatia,Consumer Staples,B,B,suspended,yes,stop deliveries to Russia
Polaris,United States,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia
Porsche,Germany,Consumer Discretionary,B,B,other,yes,end shipments of new cars; dealerships running and warranty obligations honored
Prada,Italy,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Preem AB,Sweden,Energy,B,B,suspended,yes,suspend purchases of Russian oil
Prosus,Netherlands,Industrials,B,B,sold,yes,In process of divesting from local subsidiary
Puma,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
QS,United Kingdom,NGO,B,B,other,yes,cease activity with Russian customers &amp; cease promotion of Russian universities
Qlik,Sweden,Information Technology,B,B,suspended,yes,suspend sales and services to Russia
Qualcomm,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
RTB,United States,Industrials,B,,suspended,no,Suspended business in Russia
Rabobank,Netherlands,Financials,B,B,other,yes,curtail Russian access to capital markets
Radio Free Europe,Czech Republic,Communication Services,B,B,suspended,yes,suspend operations in Russia
Rakovnický Pivovar,Czech Republic,Consumer Staples,B,B,sold,yes,stopped exports and withdrew some products for sale in Russia
Ralph Lauren,United States,Consumer Discretionary,B,B,suspended,yes,pause operations in Russia
Ravensburger | BRIO,Germany,,B,,other,no,Russia distribution through Alisa Toys
Raytheon,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
Recruit Holdings,Japan,Industrials,B,,suspended,no,Suspend Russian access
Reima,Finland,Consumer Discretionary,B,B,suspended,yes,suspend all sales into Russia
Remitly Global,United States,Information Technology,B,B,suspended,yes,stop accepting new users in Russia
Renishaw,United Kingdom,Industrials,B,,suspended,no,Suspended business in Russia
Revolut,United Kingdom,Financials,B,B,suspended,yes,stop top-ups for Russian cards and block transfers to Russian institutions
Richemont,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend all operations in Russia
Ricoh,Japan,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Roca,Spain,Consumer Discretionary,B,B,other,yes,closure of plants
Rockwell Automation,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
Roland DG,Japan,Information Technology,B,B,suspended,yes,suspend all exports and sales to Russia
Rolex,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia
Rolls Royce,United Kingdom,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Rotork,United Kingdom,Industrials,B,,suspended,no,Suspended business in Russia
Rovio,Finland,Information Technology,B,B,other,yes,remove games from app stores in Russia
Royal Caribbean Cruises,United States,Consumer Discretionary,B,B,other,yes,Cancel summer cruise ship visits to Russia
Royal Society of Chemistry,United Kingdom,NGO,B,B,suspended,yes,pause activities with Russian institutions
SSAB,Sweden,Materials,B,B,other,yes,shipments and sales to Russia discontinued
STIHL,Germany,Consumer Discretionary,B,B,suspended,yes,suspend deliveries to Russia
Safran,France,Industrials,B,B,suspended,yes,stop all activities in Russia
Samsonite International,Luxembourg,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Samsung,South Korea,Information Technology,B,B,suspended,yes,suspend all shipments to Russia
Sandvik,Sweden,Industrials,B,B,suspended,yes,suspend all operations in Russia
Sardina,Croatia,Consumer Staples,B,B,suspended,yes,suspend deliveries to Russia
Scandinavian Tobacco,Denmark,Consumer Staples,B,B,suspended,yes,suspend most operations in Russia
Scania,Sweden,Industrials,B,B,suspended,yes,suspend all sales in Russia
Schwarz Group,Germany,Consumer Staples,B,B,suspended,yes,stop sales of Russian products in stores
Sennheiser,Germany,Information Technology,B,B,suspended,yes,suspend all business &amp; stop exports
Sharp Group,Japan,Information Technology,B,B,suspended,yes,suspend shipping into Russia
Sherwin Williams,United States,Industrials,B,,suspended,no,suspend business
Shiseido,Japan,Consumer Staples,B,B,suspended,yes,suspend export shipments to Russia
Siemens Energy AG,Germany,Industrials,B,B,sold,yes,Sold factory and stake in russian Companies
Sigma Group,Czech Republic,Industrials,B,D,suspended,yes,suspend business
Simba Dickie Group,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all business in Russia including with local independent distributor
Skytrax,United Kingdom,NGO,B,B,suspended,yes,suspend all audit and rating analysis
Smartway Pharmaceuticals,United Kingdom,Health Care,B,B,suspended,yes,"suspended all operations, most supplies, and all advertising"
Sodeca,Spain,Industrials,B,B,other,yes,cut off all supplies to Russian partners
Solvay,Belgium,Materials,B,B,suspended,yes,suspend operations in Russia
SonoSim,United States,Health Care,B,B,suspended,yes,suspend distributor relationship in Russia
Sony,Japan,Consumer Discretionary,B,B,suspended,yes,"pause release of new films in Russia, suspending console and game sales in Russia"
Sportradar,Switzerland,Consumer Discretionary,B,B,suspended,yes,"suspend all new investments in Russia, including signing new customers"
Spotify,Sweden,Communication Services,B,C,suspended,yes,closed office and suspend service
SriLankan Airlines,Sri Lanka,Industrials,B,B,suspended,yes,suspend flights between Sri Lanka and Russia
Stellantis,Netherlands,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Storytel,Sweden,Communication Services,B,B,suspended,yes,pause operations in Russia
Subaru,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Sumitomo Group,Japan,Financials,B,B,other,yes,scaling back or suspending all Russian-related business
Supercell,Finland,Information Technology,B,B,other,yes,remove games from app stores in Russia
Swagelok,United States,Industrials,B,,suspended,no,Suspended business in Russia
Swarovski,Liechtenstein,Consumer Discretionary,B,B,suspended,yes,suspend all sales in Russia
Swatch,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend direct operations in Russia
Sweco,Sweden,Industrials,B,B,suspended,yes,stop all projects in Russia
Synopsys,United States,Information Technology,B,B,suspended,yes,suspend all operations in Russia
Systemair,Sweden,Industrials,B,B,suspended,yes,suspend all sales to Russia
T Machinery,Czech Republic,Industrials,B,B,suspended,yes,Stopped cooperation
TSMC,Taiwan,Information Technology,B,B,suspended,yes,suspend all shipments to Russia
TTC Holding,Czech Republic,Real Estate,B,B,suspended,yes,suspended activities
Tadano,Japan,Industrials,B,B,other,yes,suspension of shipments into Russia
Take-Two Interactive,United States,Communication Services,B,B,suspended,yes,"halt sales, marketing and more in Russia"
Talgo,Spain,Industrials,B,B,other,yes,"Ended activity, service center still exists"
Tanin,Slovenia,Materials,B,B,suspended,yes,goods are stopped
Tata Motors,India,Consumer Discretionary,B,B,suspended,yes,Paused sales of Jaguar Land Rover in Russia
Tendam,Spain,Consumer Discretionary,B,B,suspended,yes,suspend activity in Russia
Thales,France,Industrials,B,,suspended,no,Suspended business in Russia
The Navigator Company,Portugal,Materials,B,B,suspended,yes,suspend all marketing in Russia
Thermo Fisher,United States,Health Care,B,B,suspended,yes,suspend sales and manufacturing in Russia
TikTok,United States,Communication Services,B,B,suspended,yes,suspend operations in Russia
Timken,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
TomTom,Netherlands,Information Technology,B,C,sold,yes,"turn off live traffic for Russia, cut ties with several Russian customers, some customers are still under review"
Torm,Denmark,Industrials,B,B,suspended,yes,effectively suspend shipments to Russia
Tous,Spain,Consumer Discretionary,B,B,other,yes,close shops and online store in Russia
Triumph,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend Russian business
Twin Disc,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Twitter,United States,Communication Services,B,B,suspended,yes,suspend certain operations in Russia
UL,United States,Industrials,B,B,suspended,yes,stop all work in Russia &amp; Belarus and not take on or pursue any new customer orders
UPM,Finland,Materials,B,B,suspended,yes,temporarily suspend operations and sales in Russia
UPS,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Ubisoft,France,Information Technology,B,B,suspended,yes,suspend new sales to Russia
UiPath,United States,Information Technology,B,B,suspended,yes,suspend sales in Russia
Under Armour,United States,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Uniqlo/Fast Retailing,Japan,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Universal Music Group,Netherlands,Consumer Discretionary,B,,sold,no,Suspended all operations in Russia and closed offices
Upwork,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
VF Corporation,United States,Consumer Discretionary,B,B,suspended,yes,temporarily suspend commercial activities
VMWare,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Valero Energy,United States,Energy,B,B,suspended,yes,suspend purchases of Russian oil
Vattenfall,Sweden,Utilities,B,C,other,yes,shifting energy purchases away from Russia
Veeam,United States,Information Technology,B,B,suspended,yes,pause sales in Russia
Vesuvius,United Kingdom,Industrials,B,,suspended,no,Suspend deliveries to Russian customers
Victoria’s Secret,United States,Consumer Discretionary,B,B,suspended,yes,"stop exports to Russia, pause sales in Russia by franchisers, suspend online sales"
Viessmann,Germany,Industrials,B,B,suspended,yes,stop business with Russia &amp; stop deliveries to and from Russia
Vietnam Airlines,Vietnam,Industrials,B,B,suspended,yes,suspend flights to Russia
Viking River Cruises,Switzerland,Consumer Discretionary,B,B,other,yes,cease all operations in Russia &amp; cancel trips to Russia up to 2024
Villeroy &amp; Boch,Germany,Consumer Discretionary,B,,suspended,no,Suspended business in the region until further notice
Visa,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Vitec Group,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all exports and services
Viva,Australia,Energy,B,B,suspended,yes,Suspended purchases of Russian oil
Volkswagen,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Volvo Cars,Sweden,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Volvo Group,Sweden,Industrials,B,B,suspended,yes,"suspend all sales, service and production"
WEKA,Israel,Information Technology,B,B,suspended,yes,suspend business and concrete deals with Russia
WWE,United States,Communication Services,B,B,suspended,yes,Suspend all operations in Russia
WarnerMedia,United States,Communication Services,B,B,suspended,yes,pause new content releases
Waters Corporation,United States,Health Care,B,B,suspended,yes,suspend all sales and services into Russia
WeTransfer,United States,Information Technology,B,B,suspended,yes,suspend all services in Russia
Western Union,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Wielton,Poland,Industrials,B,B,suspended,yes,suspended Russian exports
William Grant &amp; Sons,United Kingdom,Consumer Staples,B,,suspended,no,Suspend all shipments to Russia
Wimbledon,United Kingdom,NGO,B,B,other,yes,Ban Russian athletes
Wintershall Dea AG,Germany,Energy,B,D,sold,yes,intends to fully exit Russia
Wise PLC,United Kingdom,Information Technology,B,B,suspended,yes,Suspend Russian partnerships
Wizz Air,Hungary,Industrials,B,B,suspended,yes,Air flights to/from Russia are temporarily suspended
Wolffkran,Switzerland,Industrials,B,B,suspended,yes,Stop production in Russia; maintain personnel
World Boxing Council,Mexico,NGO,B,B,suspended,yes,Suspend Russia from title fights
World Federation of Exchanges,United Kingdom,NGO,B,B,suspended,yes,Suspend all Russian members and affiliates
Woseba,Poland,Consumer Staples,B,B,other,yes,suspends deliveries to Russia
Wrangler (Kontoor),United States,Consumer Discretionary,B,B,suspended,yes,Suspend online sales
Würth,Germany,Consumer Discretionary,B,B,suspended,yes,Stop exports to Russia
Xerox,United States,Information Technology,B,B,suspended,yes,Suspend shipments to Russia
YKK Group,Japan,Industrials,B,B,suspended,yes,Suspend operations in Russia
YOOX,Italy,Consumer Discretionary,B,B,suspended,yes,Suspend commercial activities
Yanmar,Japan,Consumer Discretionary,B,,suspended,no,suspend operations
Yara,Norway,Materials,B,B,suspended,yes,Suspend all imports from Russia
ZHA,United Kingdom,Industrials,B,B,suspended,yes,suspend operations in Russia
Zegna Group,Italy,Consumer Discretionary,B,B,suspended,yes,Suspended all shipments to and production for Russia partners
Zendesk,United States,Information Technology,B,B,suspended,yes,Suspend all sales to Russia
Zetor,Czech Republic,Industrials,B,B,suspended,yes,suspend all cooperation with Russia
Zynga,United States,Communication Services,B,B,suspended,yes,"suspend all installations, monetization and marketing support"
bunq.com,Netherlands,Financials,B,B,suspended,yes,suspend SWIFT transfers to sanctioned banks
d&amp;b audiotechnik,Germany,Consumer Discretionary,B,,suspended,no,suspend all shipments to Russia
eBay,United States,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
eDreams ODIGEO,Spain,Consumer Discretionary,B,B,other,yes,cease all operations involving Russia
iHerb,United States,Consumer Discretionary,B,,suspended,no,Suspend all Russian sales
Żabka,Poland,Consumer Staples,B,B,other,yes,Halts orders from Russia &amp; Belarus
