subsidiary_name,inactive,nace_code,nace_sector,guo_name,guo_country,guo_direct_pct,guo_total_pct,incorp_year,years_in_russia,total_assets_th_usd,total_assets_year,pre_inv_assets_th_usd,pre_inv_equity_th_usd,shareholders_funds_th_usd,revenue_th_usd,employees,costs_employees_th_usd,emp_intensity,ln_assets
A-REAL LLC,No,4312,43,MR EDUARD KAMPF,DE,75.79,,2006,16,1265.46043783333,2023,1899.01818129327,1870.73811070435,1213.46926607005,85.1058576172218,19.0,,0.010005170138529487,7.549092284907196
LIMITED LIABILITY COMPANY ITC RUS,No,4669,46,ITALCARRELLI S.P.A.,IT,100.0,100.0,2021,1,262.921685899608,2023,,,-154.7916443469,146.518547746353,2.0,,,
AUTO TERMINAL CHERNYAKHOVSK,No,5210,52,ASTRA VERWALTUNGS-GMBH,DE,,,2005,17,4772.99695277028,2023,3790.60628216527,-9438.98841516953,-9891.73575525265,82.2849769704044,4.0,,0.0010552401653582235,8.240281254191853
LIMITED LIABILITY COMPANY FNANCIAL AGENCY,No,6110,61,MRS ANNITA ILIADOU,CY,0.0,100.0,2011,11,1277.0784521969,2023,2553.47097144276,-787.871190757491,300.005674165674,4294.18312471919,37.0,,0.014490080527171332,7.84520887787848
SHTRAIKHER RUS,No,4614,46,GALLINGER-MAX-STIFTUNG,DE,,,2014,8,115.801052955911,2023,198.054716156796,62.0115588782355,-6.48914046026766,117.607308547944,1.0,,0.0050491097581757145,5.288543336744745
KOLOBOK RUS,No,5610,56,MR KHRISTOS KONSTANTINU,CY,100.0,100.0,2019,3,24.3175521371886,2023,46.1284159487113,-17.1484102476388,23.0799325648695,111.073569184169,1.0,,0.021678611316544402,3.8314291581271416
PRIME PROJECT LIMITED LIABILITY COMPANY,No,3109,31,MR MAKSIM ANDREEVIC TOPCHI,IT,100.0,100.0,2023,,3.36721721477807,2023,,,0.200695065781474,0.0,2.0,,,
TSENTR ABONENTSKIKH RASCHETOV,No,6419,64,TRIVON AG IN LIQUIDATION,CH,100.0,100.0,2013,9,8417.48555065133,2023,2962.47536216862,2301.00976060703,1906.94876642618,349.075617749244,7.0,,0.002362888849436976,7.9937804688412495
AMISKONTI GRUPP,No,6810,68,KOSTYANTYN TSYMBALYUK,CY,,,2010,12,236.742129541002,2023,287.525267896242,-19.5712625589222,-14.1713015893474,62.2489195698872,,,,5.661310744710207
SEGULA TECHNOLOGIES RUSSIA LIMITED LIABILITY C OMPANY,No,7112,71,MR GERARD GHRENASSIA,FR,,,2010,12,1739.56908156443,2023,2551.8018954061,-399.811012233607,-685.083756770939,159.262684423476,4.0,,0.0015675198012827835,7.844555014259567
EKE-ENGINEERING LIMITED LIABILITY COMPANY,No,6420,64,EKE-FINANCE OY,FI,100.0,100.0,2006,16,1702.26209878083,2023,2539.12230164371,1300.72172360308,932.986761914566,86.5776214329526,5.0,,0.0019691843897252335,7.839573749762267
LIMITED LIABILITY COMPANY SATEC RUS,No,4669,46,MR ANDREJ PRIB,DE,100.0,100.0,2004,18,82.0731321787462,2023,25.5341713028029,15.5600959546864,62.9736517518759,162.942093962803,2.0,,0.07832641115634949,3.240017606187549
XYLOS,No,6201,62,ACKERMANS & VAN HAAREN NV,BE,,,2009,13,62.9959512036294,2023,80.5194584783167,21.630687023513,27.9077638695017,81.7832393059507,6.0,,0.07451614943008784,4.388498875442427
FEIRDIP INVESTMENTS RU,No,6910,69,MR VICTOR DOKUCAJEV,CY,0.0,100.0,2014,8,1410.65216820035,2023,1393.75925235637,-22.2094795200974,50.0511194607243,145.180580641143,1.0,,0.0007174840262472461,7.239759873648364
LERMONTOVSKIE REZIDENTSII,No,6832,68,GOLDEN WORLD PROPERTIES LTD.,VG,,,2012,10,605.630810173228,2023,766.428947802633,-3.86310340743512,-104.406033109874,111.497258767486,,,,6.641741997084562
NUMERO UNO,No,4772,47,GALLETTI FRANCHESKO,IT,100.0,100.0,2020,2,25.4213749989867,2023,10.5394075540826,-27.2974693737924,10.8709827298298,96.3224818492308,2.0,,0.18976398718211343,2.355121332243339
PET INZHINIRING,No,4669,46,TETRA LAVAL INTERNATIONAL SA,CH,,100.0,2019,3,1386.85865317937,2023,599.292519195937,56.9774101870134,-187.638736779802,649.527280949987,26.0,,0.043384489489179445,6.395749824816462
LIMITED LIABILITY COMPANY KODADO,No,6820,68,"WOD HOLDING,LLC",US,100.0,100.0,2012,10,3748.19219826069,2023,5273.59380102996,-2446.51550219022,-642.001215983182,109.702152901329,1.0,,0.00018962400930551285,8.570467344802235
COLOROBBIA EAST EUROPE LLC,No,4610,46,MACY 1871 S.R.L.,IT,,,2005,17,158.794395936653,2023,350.869395545684,347.665846378542,156.185360081494,18.0625559203327,30.0,,0.08550190008263041,5.860414061759849
SEVERNAYA ENERGOSERVISNAYA KOMPANIYA,No,7112,71,MR LARS PETTER LUNDEN,NO,100.0,100.0,2015,7,315.86058436241,2023,298.737689981237,6.27249542810023,40.3062590444461,93.5684995576739,,,,5.699565897313042
IDEI DIZAIN,No,4610,46,SARAIN SIMONE,IT,100.0,100.0,2012,10,31.3641788912937,2023,216.30687023513,213.493669495918,30.0819604154676,76.0411304794252,40.0,,0.18492246666284423,5.376698094984091
SHINRAI ENGINEERING CO. LTD.,No,7732,77,NORD METALLICA AG,CH,100.0,100.0,2013,9,1055.46650067065,2023,1123.74582255445,36.4639272848144,81.6940414989367,227.822348839603,7.0,,0.0062291666491697435,7.0244228683635255
FELIKS SOLIS AVANTIS RUS,No,7320,73,FELIX SOLIS AVANTIS SA,ES,100.0,100.0,2017,5,52.8051017522812,2023,54.6083990382031,47.9993963446468,41.0532906781882,88.0828344263136,1.0,,0.018312201375843613,4.000187699458981
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG EKATO RUSSIA,No,4669,46,EKATO HOLDING GMBH,DE,,100.0,2009,13,1897.62759559322,2023,3828.72582519613,1900.20268686768,73.3540465431288,2131.19205325935,4.0,,0.001044733987917533,8.250287344107106
LIMITED LIABILITY COMPANY ROXIA,No,4669,46,CAPILLARY OY,FI,0.0,100.0,2013,9,886.603902267292,2023,4455.30235347524,1303.76374928281,198.030281296931,32.2450072355568,1.0,,0.0002244516579710862,8.401850205946568
YANUS FEKTORI,No,4641,46,MONTE ROSA SPORT GROUP AG,CH,,100.0,2014,8,445.58764493838,2023,662.636646845378,107.291976517998,119.190569622442,315.102403002791,1.0,,0.001509122691539491,6.496226795981084
"HERMITAGE DEVELOPMENT EXPEDITION, LLC",No,7022,70,ALVARION HOLDINGS LIMITED,CY,100.0,100.0,2006,16,3170.61409839336,2023,3512.40899566747,-6928.79227806441,-6591.84058531839,47.0406934740022,1.0,,0.00028470488523218464,8.164057404599594
LIMITED LIABILITY COMPANY PARLIAMENT DISTRIBUTION,No,7740,77,ROUST CORPORATION,US,,,2007,15,2367.4324451359,2023,,,2323.51367490739,117.4846615633,1.0,,,
DOLL INVEST,No,6810,68,DARCIO HOLDINGS LTD,CY,100.0,100.0,2006,16,411.714777724817,2023,97.2775202980265,-460.247717109509,290.283113201149,1226.46984644234,3.0,,0.030839601901950023,4.577567927535514
BIONORIKA SEILZ,No,4646,46,MR MICHAEL POPP,DE,,,2018,4,2194.43329843227,2023,580.865381339565,572.062351275235,362.823229755275,226.740825429559,,,,6.364519028351864
LIMITED LIABILITY COMPANY LIMA METAL,No,4672,46,MRS CHRISTINA OTT,DE,,100.0,2024,,,,,,-3.05836414452642,86.3641759660095,4.0,,,
WELLBODY LIMITED LIABILITY COMPANY,No,7990,79,DIEGES VISENTE KASEIRO,ES,51.0,,2012,10,88.1385830556974,2023,70.6799860363826,3.13624771405011,2.63133530691266,45.3570848666131,3.0,,0.04244483011719536,4.258162449890392
YOUDO LTD,No,6201,62,YOUDO WEB TECHNOLOGIES LIMITED,CY,100.0,100.0,2012,10,776.634155944921,2023,669.905203779228,-2158.46528295986,-2411.34006563853,200.773113862611,40.0,,0.05970994071152533,6.507136215478122
SOYUZ V,No,7712,77,MR KARI JUHANI MUUKKA,FI,,,2008,14,512.697844990529,2023,923.968189198524,707.095986757427,380.417497188784,55.6259823990986,7.0,,0.0075760183974212325,6.828677643774728
KVANTNET,No,6399,63,SUPERFUND ASSET MANAGEMENT AG,CH,98.04,,2017,5,22.2325533982366,2023,79.7387616224587,11.4412470255047,13.3239224227145,98.708523186855,,,,4.3787558116402225
NORDIKA CO.LTD,No,6820,68,SASTRE HOLDING SA,CH,,,2003,19,1187.24511080794,2023,2404.00790441781,502.32458558213,1159.45999392308,70.2432730235159,13.0,,0.00540763612969412,7.784892583677068
AMIT INDUSTRIALNYE SISTEMY,No,4690,46,MR VLADIMIR MELNIKOV,DE,,,2014,8,238.827128279954,2023,265.894580872729,53.208528813906,46.9068967634812,91.483500818722,2.0,,0.007521777967176037,5.583099917720604
JOINT STOCK COMPANY FARMADIS,No,4646,46,MR LAJOS BALJER CSABA,CY,0.0,100.0,2011,11,2654.44868865516,2023,6579.32275274303,271.440220607445,2050.56838544458,3799.89347715117,7.0,,0.0010639392933082029,8.791687093907168
RIGHT PERCEPTION LIMITED LIABILITY COMPANY,No,6201,62,BASICSTATUS HOLDINGS LIMITED,CY,100.0,100.0,2019,3,1044.07148082461,2023,290.944181713276,213.278304846026,975.032378195785,624.707991148345,7.0,,0.02405959781968922,5.673131433354267
RUSBIZNESESTEIT,No,4643,46,MR DETLEF PETER MICHAEL MALCHOW,DE,100.0,100.0,2014,8,147.745017592795,2023,191.620697241277,167.970966625027,127.173773350194,156.285707614385,24.0,,0.12524743070828448,5.25551788288262
INGERSOLL-RAND SERVICES AND TRADING LIMITED LIADILITY COMPANY,No,4669,46,INGERSOLL RAND INC.,US,,,2008,14,1349.18372944184,2023,3241.58794842847,2917.34300772566,1227.76321464404,399.316282549873,1.0,,0.0003084907816506421,8.083818596262553
AUDEMARS PIGUET (RUS) LIMITED,No,4618,46,HFLB HOLDING SA,CH,,,2007,15,11119.8557611248,2023,12085.9545652466,5680.28302176949,-181.852029049769,50.8761991756037,264.0,,0.021843537353610214,9.39979927762655
SEIFSTART RUS,No,7022,70,SAFE START INTERNATIONAL SÀRL,LU,100.0,100.0,2020,2,599.955599701963,2023,159.141015979461,-1.39987022429705,-11.9525061398745,447.906787920743,2.0,,0.012567470351314856,5.069790702115644
OOO MEILLER VOSTOK,No,4532,45,FRANZ XAVER MEILLER FAHRZEUG- UND MASCHINENFABRIK - GMBH & CO KG,DE,100.0,100.0,2010,12,299.704631567001,2023,6694.11211113539,4215.62841872685,273.736920000054,451.942988688126,,,,8.80898362963452
DORIAN,No,6820,68,ITON INVESTMENTS LIMITED,CY,100.0,100.0,2007,15,525.698425362818,2023,444.849144642241,218.44705644343,319.863335952163,159.396481133997,1.0,,0.0022479530691336394,6.097735223888526
LIMITED LIABILITY COMPANY PITER GRAD,No,6820,68,MR MARKO EMILIO PAMBIERI,IT,75.0,,2016,6,418.538409961388,2023,526.795393926091,143.365555374883,202.601668906398,96.4116796562448,2.0,,0.0037965404084011377,6.266812226334491
HYPSOS COMPANY LIMITED,No,8299,82,AMS EXPO B.V.,NL,100.0,100.0,2011,11,783.725381602533,2023,705.803798858076,537.280960317701,377.284424217418,166.766449938528,4.0,,0.005667297351575074,6.559337293570232
FAUN RUS,No,4690,46,KIRCHHOFF ECOTEC SE,DE,,,2014,8,142.092106573284,2023,723.436779567972,515.044560216367,131.343770828098,150.788892757148,3.0,,0.004146872380184437,6.58401316086859
FOLGIRATOR,No,4649,46,MR ALEKSANDR AVRAAMOVICH KLEIMAN,US,100.0,100.0,2010,12,69.3066960498691,2023,125.746034955606,120.873409751803,67.6007879907265,101.339858493768,3.0,,0.02385761110526574,4.834264277314587
ESTEIT-1,No,6820,68,MRS ANGONAS GAROFITA NICOLETA,CY,0.0,100.0,2013,9,343.266610567458,2023,613.843093354255,-523.59184475895,-542.579110340215,44.0748663907871,37.0,,0.06027598974490201,6.419739347206144
STIEBLICH-INDUSTRIEBAU PROJEKTBURO,No,7112,71,MRS UVE PAUL SHTIBLIKH,DE,100.0,100.0,2007,15,194.518117645755,2023,340.545352641493,-1166.63030846417,-1233.63912018109,57.5660347016528,6.0,,0.017618798651809712,5.830548310968145
MEMMERT RASHA,No,4669,46,MS CHRISTIANE EVA RIEFLER-KARPA,DE,,,2020,2,651.288937638514,2023,884.166109840386,72.9009339883924,-166.320460903458,711.976895585656,1.0,,0.001131009194845214,6.784644952044584
LIMITED LIABILITY COMPANY OMNINET,No,6200,62,MR JOACHIM LENZER,DE,,,2009,13,1215.93335548881,2023,1343.82157416269,496.536660616286,520.948642139323,1002.82864480652,2.0,,0.0014882928198605254,7.203272754950635
NKH LODZHISTIKS,No,5229,52,SKHREURS TEODORUS PETRUS MARIYA,NL,76.0,,2016,6,13.435419681482,2023,73.9508366566151,-81.7578052151948,-31.4533766983077,75.4836441855878,1.0,,0.01352249744845243,4.303400502907752
EUROTOYS,No,4642,46,JOLENN BUSINESS LP,GB,100.0,100.0,2010,12,16546.8398851957,2023,20098.8117291229,358.757125847973,298.344365010038,2399.93389606662,2.0,,9.95083702934551e-05,9.908415974345548
GESELLSCHAFT MIT BESCRANKTER HAFTUNG BEUMER,No,4778,47,DR BEUMER CHRISTOPH,DE,,,2007,15,1567.32811622042,2023,12099.8859660365,1013.03493221942,833.419709835202,520.201610505581,4.0,,0.00033058162789531315,9.400951307245919
FORUM CENTER,No,6499,64,ERSEL INVESTIMENTI S.P.A.,IT,,,2005,17,1134.93059699424,2023,1791.26855489425,1778.46781851631,1120.97114019655,85.6744936369359,1.0,,0.0005582635821232492,7.490679337717761
KLAES RUS LLC,No,6201,62,KLAES GMBH & CO. KG,DE,99.57,,2007,15,268.496548837982,2023,166.032684776001,-59.5348654044792,-15.0521299336106,248.772683762014,21.0,,0.12648112043921741,5.112184665215993
DINYU,No,7112,71,PMG HOLDING GMBH,AT,,,2000,22,14150.0056129228,2023,16167.4646482533,-1286.80378310382,-3356.95946697146,127.229521979578,2.0,,0.00012370523415469945,9.690756146725088
TIGON,No,3250,32,MRS ALEKSANDRA LORDOS,CY,0.0,100.0,2013,9,91.2828057529405,2023,73.385504450649,73.2374412538484,89.5991971455514,102.488280259073,,,,4.2957264290689565
ALYANS-MG,No,6810,68,GERKHARD KARL KOKOT,DE,90.0,,2004,18,384.977735072374,2023,211.016976022162,194.353136236779,255.574016546831,102.164938208647,1.0,,0.004738955219863331,5.351938585321067
ROYAL KASPIAN TREID,No,4673,46,RASHEDI ASIE,CA,100.0,100.0,2020,2,612.14225008525,2023,1773.56827273127,35.0505967698991,182.554461780004,810.99761109706,3.0,,0.0016915052248764253,7.480748769515165
KVTS-INTERSERVIS,No,4791,47,ANIFORIUS HOLDING LIMITED,CY,100.0,100.0,2018,4,454.362479203381,2023,300.581749795936,84.7594500230625,315.44804450497,292.970197137445,,,,5.70571976288742
SHIPMENT,No,6311,63,EZD S.À R.L.,LU,0.0,100.0,2016,6,1607.09918842278,2023,1327.2250358304,-1456.26884198748,-1994.77515715733,96.0771878799424,4.0,,0.003013806921971853,7.190845602343888
ACHES GLOBAL KVALITI SERVISEZ RUSSIYA,No,3320,33,MR SATTA ENRICO,IT,,,2017,5,117.384314030409,2023,260.631607240997,37.056180072017,42.0344665553421,77.423696488142,23.0,,0.08824716327952004,5.563107943755931
ELAIN,No,7022,70,NOSIROV DILSHOD,FR,100.0,100.0,2018,4,872.990086971782,2023,1102.53240454011,-145.236535770819,-152.673196430318,6.09890005458146,2.0,,0.0018140056398925008,7.005364998762184
LIMITED TRADE DEVELOPMENT WALROSS GLOBAL,No,4941,49,LION PROJECTS GMBH,DE,90.0,,2021,1,87.8263907311484,2023,23.6093497443944,0.64609394967556,35.0993370600045,643.807471575215,2.0,,0.08471220180364615,3.1616428091846607
LIMITED LIABILITY COMPANY IMPULS TECH,No,4690,46,HANS DEHN HOLDING SE + CO KG,DE,,,2013,9,702.287783798762,2023,850.878811141476,571.927748369053,461.9777419772,105.911246103235,4.0,,0.004701021987648154,6.746269710843116
CORMORANT LLC,No,6820,68,KOUE BERTRAN,FR,99.0,,2006,16,143.909511891194,2023,,,98.6304751057178,103.725899831392,1.0,,,
POLYSOUDE WELDING TECHNOLOGIES LTD.,No,4669,46,AKTSIONERNOE OBSHCHESTVO UPROSHCHENNOGO TIPA POLISUD S.A.S.,FR,100.0,100.0,2006,16,391.377677725628,2023,135.006714900956,85.3113219384104,119.803804545663,702.94561762549,1.0,,0.007407038981236027,4.905324517208518
LIMITED LIABILITY COMPANY VALARTIS FUND MANAGEMENT,No,6832,68,TIDESEA AG,CH,,,2010,12,4185.61824385729,2023,5277.37614269368,-14.0525434054434,-249.564314299263,83.9574358519167,4.0,,0.0007579524164745852,8.571184310511724
I-SI-AI RUS,No,7022,70,ECI EAST AB,SE,100.0,100.0,2015,7,101.953093416989,2023,61.5539089972153,53.1546876514331,43.8407221473753,54.9681485723704,2.0,,0.032491843858210204,4.119913359910588
HERPA GUS GMBH,No,4690,46,MR HERMANN PRINZ ZU LEININGEN,DE,,,2005,17,212.870566438884,2023,192.576377875172,44.3112767152488,72.1387264225632,98.0060904566199,1.0,,0.005192744878856325,5.260492843218869
ZAO LIPSANEN KUBINSKAJA 73,No,6810,68,MR YUKHANI AVGUST LIPSANEN,FI,100.0,100.0,2005,17,4427.26625278406,2023,3706.60060841683,2397.2104576556,2902.55238886457,2308.14935264923,1.0,,0.00026978898069817184,8.217870457507379
BANK TECHNOLOGIES LTD.,No,4652,46,MR JURI HARSON,DE,0.0,100.0,2008,14,541.274592412636,2023,643.348050389439,-108.705307032913,-340.055489514954,56.9193506008014,25.0,,0.038859214673716204,6.466685869222178
ANRI PROGLIO CONSULTING,No,7022,70,AKTSIONERNOE OBSHCHESTVO UPROSHCHENNOGO TIPA ANRI PROGLIO KONSALTING SAS,FR,99.0,,2016,6,826.584927872755,2023,1057.72309707198,491.892860352993,170.077918523923,0.0,1.0,,0.0009454270241126712,6.9638738551684565
KYMER RUS LIMITED LIABILITY COMPANY,No,6810,68,KYMERA CY LIMITED,CY,100.0,100.0,2021,1,2143.46790144965,2023,,,-46.5947044389322,90.3908276828006,1.0,,,
SKIGOU RUS,No,4649,46,KENT PETER VALL,SE,98.0,,2015,7,477.353213961236,2023,424.88753365539,83.1980563113466,73.342896817252,158.002765399404,1.0,,0.0023535639923271123,6.051824507211395
SUPRA-INVEST,No,6820,68,A.J.K. WEALTH MANAGEMENT GROUP LIMITED,CY,,,2002,20,228.145690890029,2023,258.935610623099,256.499298021197,206.269928719848,44.4205078929663,1.0,,0.0038619639747256625,5.556579423158715
PYUR STOREDZH (RUS),No,7320,73,"KOMPANIYA PYUR STOREDZH, INK.",US,99.0,,2018,4,195.889533928595,2023,824.537022401579,-205.794383262284,-1440.63378108293,69.4181933086365,,,,6.714822043843678
START-T LIMITED LIABILITY COMPANY,No,6820,68,TECHTRANSFER HOLDING AG,CH,100.0,100.0,2007,15,922.037731103599,2023,1095.35806964058,-575.117837245576,-578.626174099743,91.6507467068732,4.0,,0.003651773890991209,6.998836593034341
RAIFENKHOIZER,No,4614,46,HANS REIFENHÄUSER HOLDING GMBH,DE,,,2019,3,287.361885021441,2023,254.72253965959,206.117430237122,190.448467700742,36.6825981345028,2.0,,0.007851680509596011,5.540174873003574
THE LEADING HOTELS OF THE WORLD RUS LIMITED LIABILITY COMPANY,No,7022,70,"ZE LIDING KHOTELZ OF ZE VORLD, LTD. (THE LEADING HOTELS OF THE WORLD, LTD.)",US,100.0,100.0,2012,10,36.0359140336514,2023,23.420905675739,20.0423727305606,23.2025795495138,74.3909710496664,4.0,,0.1707875884639029,3.153629028461106
UNIRENT,No,4399,43,HEIKKILA HARRI AARNE OLAVI AARNE OLAVI,FI,100.0,100.0,2011,11,51.7458777939901,2023,33.8257103236392,-0.605713077820837,25.499423080124,88.8075666083023,7.0,,0.20694317822227754,3.521221173796125
ALMIG,No,4669,46,"VALIANT APO HOLDING, LTD.",KY,,,2016,6,920.945057967678,2023,427.323846257292,-62.2134632375091,86.2654291084036,1566.88212718535,31.0,,0.07254451225110166,6.057542147920105
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG IWG ISOLIER WENDT,No,4399,43,MR ANDREAS KOECHEL,DE,,,2013,9,178.139170332812,2023,191.634157531895,-496.940469334833,-524.839896470308,135.045479819179,19.0,,0.09914725143317782,5.25558812486628
NOVOKUIBYSHEVSK TSENTR,No,6820,68,GLOBAL TRUST INVEST AG,CH,100.0,100.0,2006,16,406.463256836869,2023,426.543149401434,421.401318385266,395.21318342723,78.9623586591333,2.0,,0.004688857394161858,6.055713532743805
METALLALYANS,No,4672,46,ITI INTERNATIONAL TRADE INVEST AG,CH,100.0,100.0,2012,10,204.742416274734,2023,3454.7989518214,556.138827473857,204.742416274734,4039.5010862425,25.0,,0.007236311099035092,8.147519544008318
UNILYUKS,No,7310,73,FRETSTSA MAURITSIO,IT,80.99,,2010,12,12.8779333876446,2023,28.7646410511807,19.3693581996486,2.40834078937769,109.088917978108,5.0,,0.17382452265277842,3.3591468915716822
NIVA-MOTORS CO.LTD,No,6832,68,MRS KELLI SHEIN RIVERS,US,58.2,,2004,18,580.398980514146,2023,735.429898508824,487.585567355156,385.970060675405,33.4491776302457,25.0,,0.033993722652139416,6.600455224158254
SN2,No,6820,68,SALMON NIKOLAS ZHAN PYERR,FR,100.0,100.0,2016,6,1375.41903442983,2023,1674.08326477185,1423.60071665701,1216.74728547782,77.3010495034978,3.0,,0.001792025559976463,7.4230209898195065
"MAXUS ASSET MANAGEMENT, LLC",No,6420,64,TRELLAS ENTERPRISES LIMITED,CY,100.0,100.0,2010,12,521.573026788421,2023,598.727186989971,595.779383344576,520.502653104253,83.455698187463,2.0,,0.0033404195491017535,6.39480604693867
JAVAD GNSS,No,2651,26,MRS NEDDA PAMELA ASHDZHAI,US,100.0,100.0,2005,17,1011.50313153863,2023,2291.72216008045,1275.55098014697,810.953012193553,957.739153360948,1.0,,0.000436353069939724,7.7370588488813095
BERGANS COMPANY LIMITED,No,4641,46,KRISTIANSEN KHELENA,NO,100.0,100.0,2012,10,1055.12085916847,2023,1380.9450556878,1272.93968376704,1055.12085916847,94.2374831102788,4.0,,0.0028965670889836677,7.230523366729181
LIMITED LIABILITY COMPANY BIGBOX,No,6820,68,MRS DAVID MARIA MARIYA MULLER-MEERKATZ,DE,100.0,100.0,2012,10,41736.8357727882,2023,55870.4897277318,-7311.7644667346,-2398.19453882985,50.6643543839455,7.0,,0.00012528975554201182,10.930791607901297
SHOPING BASKET,No,4690,46,SGA MANUFACTURING GROUP S.L.,ES,,,2020,2,46.8845973117277,2023,0.134602906182408,0.134602906182408,13.8925584424287,131.522166442126,,,,-2.0054262707534236
BLITZPROJECT LTD,No,6910,69,MR MARTIN KHOAKIN KARBAKHO,ES,100.0,100.0,2010,12,85.2619537794963,2023,45.3342588022351,-12.0200395220891,16.4123964905739,100.905019184574,2.0,,0.044116746426245634,3.81406301161475
LIMITED LIABILITY COMPANY GZTC,No,4690,46,"NUTRACTIVE, LLC",US,100.0,100.0,2011,11,352.866524547338,2023,1135.2139901612,574.55250503961,190.047077569179,231.970046865754,30.0,,0.026426735628707336,7.034576449731486
PFERD RUSSLAND,No,4674,46,RÜGGEBERG GMBH & CO. KG,DE,,,2018,4,68.9276053700596,2023,133.499162351713,127.563174189068,65.1924472013488,39.1020886497572,24.0,,0.17977640890937052,4.894095203301616
ATRADIUS CREDIT MANAGEMENT SERVICES (RUS) LIMITED LIABILITY COMPANY,No,7022,70,CO SOCIEDAD DE GESTION Y PARTICIPACION SA,ES,,,2008,14,94.806119129993,2023,439.101600548252,423.541504593566,32.5126006565988,0.0,1.0,,0.0022773772601863062,6.084730822626508
FRESIA LIMITED LIABILITY COMPANY,No,6201,62,VISSIM AS,NO,100.0,100.0,2014,8,32.7021459965035,2023,216.53569517564,163.650213336572,7.29192072339356,223.641201635823,1.0,,0.004618176228121943,5.37775540764284
VEZET VSEM,Yes,6311,63,RUWHEEL HOLDING LIMITED,CY,100.0,100.0,2018,4,85.1170073430985,2023,921.62609863095,492.431271977723,10.4695925982669,68.06907647755,7.0,,0.007595271021945131,6.826139608367642
SOCIETA A RESPONSABILITA MENICUCCI & PARTNERS,No,7022,70,MR PAOLO MENIKUCHCHI,IT,100.0,100.0,2011,11,20.0583568522707,2023,21.8460516734049,20.957672492601,19.3670738479123,68.7492097560316,27.0,,1.2359212732646536,3.0840202037671256
MONOLIT,No,6820,68,TANOTRADE AG,CH,70.0,,2012,10,2509.74754622672,2023,2837.75230930001,158.239176508039,-860.85918521788,354.081844667904,11.0,,0.003876307302772798,7.950767577413643
ALBERT ENGINES LLC,No,4511,45,ALBERT MAINING INK.,US,51.0,,2013,9,105.766299666837,2023,100.817576730624,97.1967585543171,99.8123460486531,88.6403207201511,4.0,,0.039675621352094785,4.6133127127638
CARNELUTTI SOCIETA A RESPONSABILITA LIMITED,No,6910,69,MR TRANI VINCENZO,IT,85.0,,2011,11,29.000437005423,2023,55.2814135691151,54.0969079947099,27.7851168848574,62.5276627168059,,,,4.012436750209092
VOLF KHAUS SIBIR,No,4120,41,WOLF GMBH & CO. SYSTEMBAU KG,DE,,100.0,2013,9,1261.2569911778,2023,1628.0759914387,1339.68926494289,915.325596125796,68.2251726398245,3.0,,0.0018426658311870056,7.39515422326101
LIMITED LIABILITY COMPANY CROSSFIELD,No,4120,41,CHARTAC MANAGEMENT SERVICES LIMITED,CY,0.0,100.0,2013,9,98766.0892215567,2023,56511.4418463912,-23521.5213481104,-16214.9459950225,231.557507008314,2.0,,3.5391063024659304e-05,10.942198407187634
RUSICH-1,No,4110,41,MR VLADIMIR LISIN,CY,,,2018,4,801.921734233387,2023,466.264467015862,51.2164058024064,-2.49753859639168,261.829012763686,1.0,,0.0021447055710680624,6.144752998928904
DOBROLYUBOVO PRO,No,6820,68,DYNALITY LIMITED,VG,,,2009,13,354.862325479276,2023,366.819839928299,362.14911908377,343.411557003856,78.0703805889934,,,,5.904870828146092
SARATOVSKII ZAVOD PRIEMNO-USILITELNYKH LAMP,No,2611,26,MR MAIKL BRYUS METTYUZ,US,100.0,100.0,2008,14,552.502366370521,2023,603.505590159446,602.132640516385,551.052902006544,82.3741747774184,2.0,,0.0033139709600230887,6.402755303393519
BUMAZHNYI,Yes,7112,71,NAYLAND TRADING LIMITED,CY,100.0,100.0,2017,5,372.378544831648,2023,3671.0789014753,3383.97090258822,372.378544831648,65.6830351399258,2.0,,0.0005447989688252841,8.208240876448997
SYSTEMAIR LIMITED LIABILITY COMPANY,No,4669,46,SYSTEMAIR AB,SE,,100.0,2013,9,72.3951701177284,2023,157.39117819909,117.791003200226,54.5333092631772,44.0637166649103,1.0,,0.006353596252612471,5.058734287392851
LIMITED LIABILITY COMPANY STUDIO 2V,No,5911,59,MR THEODOSIS VASILEIOU,CY,0.0,100.0,2007,15,1145.6900824653,2023,2591.44245127682,1216.58144694846,562.938509791158,1950.71144049242,1.0,,0.0003858854745191404,7.859969930659986
MARKOR,No,4669,46,MR MARK KORDONSKII,DE,100.0,100.0,2023,,3.24457023013383,2023,,,3.19997132662684,0.256443695165217,,,,
LLC LUHTA FASHION GROUP,No,4641,46,POLAP-TEAM OY,FI,,,2007,15,5147.88418592419,2023,12686.041241589,4704.51963427197,746.685992239974,481.434013632126,2.0,,0.00015765359436506831,9.448257553141499
AKTSIONERNOE OBSHCHESTVO ETALON KANTRISTROI,No,4120,41,YUIT INVEST EKSPORT (YIT INVEST EXPORT OY) REESTR AKTSIONEROV OT 31.12.2017,FI,100.0,100.0,2017,5,2221.98427107371,2023,3079.53950967547,2988.58832596801,2197.57752112951,8.42919276282191,2.0,,0.0006494477481832228,8.032535354944283
