name,country,industry,grade,action_type,exiter,clean_exit,exit_mode,event_date,event_month,timing_left_censored,nace_sector,b2c,sanctions_coalition,wgi_rule_of_law,legal_origin,pat_pctile,lab_pctile,pat_pctile_sector,lab_pctile_sector,alpha,alpha_sq,alpha_emp_pctile,alpha_pat_pctile,emp_intensity_raw,patent_count,patent_intensity_raw,y_exit_payoff,deal_value_mn_usd,deal_status,has_deal,pre_inv_equity_th_usd,sum_assets_th_usd,ln_assets,years_in_russia,employees_total,n_subsidiaries,sanctions_exposure,sanction_hit_dates,guo_matched,y_sub_inactive,sub_inactivation_rate,y_grade_a_sold,y_suspended
R&amp;A,United States,Industrials,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.305463,0.329091,0.289256,0.342561,0.403756,0.163019,0.333333,0.498588,0.002157,5,0.010786,,,,0,332.94,463.56,6.1389,5,1,1,0,,RAPALA VMC OYJ,0,0.0000,0,0
RWS,United Kingdom,Industrials,A,sold,1,1,sold,2023-08-23,18,no,63,0,1,1.5,english,0.549610,0.935455,0.553719,0.941176,0.633803,0.401706,0.923729,0.673729,0.038621,222,0.145318,,,,0,1108.21,1527.68,7.3315,15,59,1,0,,RWS HOLDINGS PLC,0,0.0000,1,0
Raisio,United States,Consumer Staples,A,sold,1,1,sold,2022-04-29,2,no,46,0,1,1.4,english,0.678930,,0.833333,,,,,,,1248,12.181552,,1.58,Completed,1,-137.99,102.45,4.6293,4,,1,0,,RAIN INTERNATIONAL LLC,0,0.0000,1,0
Rational,Germany,Consumer Discretionary,A,other,1,1,sold,2024-03-18,25,no,82,0,1,1.6,german,0.753623,0.237273,0.718919,0.241860,0.163537,0.026744,0.245763,0.844633,0.001211,2966,1.796237,,,Completed,1,923.63,1651.23,7.4093,18,2,1,0,,DIHK DEINTERNATIONAL GMBH,0,0.0000,0,0
Red Hat,United States,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.840580,,0.712121,,,,,,,9944,0.158230,,,,0,17357.61,62845.10,11.0484,7,47,6,0,,BERKSHIRE HATHAWAY INC.,0,0.0000,0,0
Reface,Ukraine,Information Technology,A,other,1,1,walked,2023-08-23,18,no,23,0,1,-0.7,socialist,0.326644,0.430000,0.181818,0.382812,0.489828,0.239931,0.416667,0.426554,0.004118,7,0.002402,,,,0,207.10,2914.19,7.9773,4,12,1,0,,SURFACES SLP (SCSP),0,0.0000,0,0
Refinitiv,United Kingdom,Financials,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.5,english,0.604236,0.391818,0.861538,0.378378,0.299687,0.089812,0.382768,0.735876,0.003092,493,0.304865,,,,0,1450.93,1617.11,7.3884,14,5,1,0,,APTIV PLC,1,1.0000,0,0
Regent Seven Seas Cruises,United States,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.112598,0.422727,0.102703,0.367442,0.658842,0.434073,0.405367,0.110169,0.003976,0,0.000000,,,,0,501.21,1760.65,7.4734,10,7,1,0,,REGENT LP,0,0.0000,0,0
Renault,France,Consumer Discretionary,A,other,1,1,sold,2022-04-27,2,yes,62,0,1,1.4,french,0.950948,0.806364,0.929730,0.809302,0.410798,0.168755,0.790960,0.943503,0.009517,73221,25.807759,,,Completed,1,20.97,2837.17,7.9506,8,27,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,REALTRAC INTERNATIONAL SA,0,0.0000,0,0
Repsol,Spain,Energy,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,0.9,french,0.705686,,0.608696,,,,,,,1895,,,,Pending,1,,,,17,,1,0,,TOURNESOL INTERNATIONAL SA,1,1.0000,1,0
Resbud,Estonia,Industrials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.3,socialist,0.113712,0.358182,0.111570,0.377163,0.631455,0.398736,0.357345,0.111582,0.002827,0,0.000000,,,,0,5140.07,6013.41,8.7017,14,17,1,0,,ESAB CORPORATION,0,0.0000,1,0
Rewe,Germany,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,01,0,1,1.6,german,0.387960,0.511818,0.351351,0.483721,0.606416,0.367741,0.491525,0.290960,0.005995,16,0.000137,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,0
Rio Tinto,Australia,Materials,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.6,english,0.709030,0.999091,0.511111,1.000000,0.496088,0.246103,0.998588,0.997175,24.764200,1915,23937.500000,,,,0,-3.19,0.08,-2.5163,1,2,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,KHEROLD TINO,0,0.0000,0,0
Rocket Lawyer,United States,Information Technology,A,suspended,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.403567,0.773636,0.212121,0.718750,0.737089,0.543300,0.751412,0.314972,0.008292,23,0.000256,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,1
Roku,United States,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.762542,0.780000,0.816327,0.755556,0.392019,0.153679,0.759887,0.946328,0.008369,3225,26.989706,,,,0,-48.08,119.49,4.7832,4,1,1,0,,MOROKUTTI VERNER D-R,0,0.0000,0,0
Roland Berger,Germany,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.6,german,0.114827,0.609091,0.115702,0.674740,0.775430,0.601292,0.618644,0.112994,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Royal London,United Kingdom,Financials,A,sold,1,1,sold,2023-08-23,18,no,62,0,1,1.5,english,0.390190,,0.600000,,,,,,,17,1.700000,,,,0,-4.68,10.00,2.3027,5,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,OUN GMBH,0,0.0000,1,0
Royal Swinkels Family Brewers,Netherlands,Consumer Staples,A,other,1,1,walked,2023-08-23,18,no,01,0,1,1.8,french,0.115942,0.512727,0.107143,0.491379,0.705008,0.497036,0.492938,0.114407,0.005995,0,0.000000,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,0
S Group (Suomen Osuuskauppojen Keskuskunta),Finland,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,2.0,scandinavian,0.117057,,0.119048,,,,,,,0,0.000000,,,Pending,1,7457.15,16411.04,9.7057,19,,3,0,,SUOMEN OSUUSKAUPPOJEN KESKUSKUNTA,0,0.0000,0,0
S&amp;P 500 [S&amp;P Dow Jones Indices],United States,Financials,A,other,1,1,walked,2023-08-23,18,no,20,0,1,1.4,english,0.118172,0.749091,0.153846,0.756757,0.834898,0.697055,0.728814,0.115819,0.006764,0,0.000000,,,,0,57857.69,147873.58,11.9041,16,835,3,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,DOW INC.,0,0.0000,0,0
SMAY,Poland,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,0.5,socialist,0.455964,0.436364,0.433884,0.467128,0.341158,0.116389,0.423729,0.701977,0.004439,47,0.208629,,,,0,-82.70,225.28,5.4174,9,1,1,0,,MR PETER PAUL WEISMAYR,0,0.0000,0,0
Salesforce,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.861761,0.968182,0.863636,0.975779,0.549296,0.301726,0.959040,0.861582,0.063502,12270,2.538019,,,,0,-1269.56,4834.48,8.4835,12,307,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,SALESFORCE INC,0,0.0000,0,0
Sarantis Group,Greece,Consumer Staples,A,sold,1,1,sold,2022-12-24,10,yes,78,0,1,0.2,french,0.119287,0.123636,0.130952,0.094828,0.506260,0.256299,0.137006,0.117232,0.000241,0,0.000000,,,,0,6785.35,27351.58,10.2165,21,7,2,0,,SAFRAN,0,0.0000,1,0
Savills,United Kingdom,Real Estate,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.120401,0.840909,0.428571,0.571429,0.887324,0.787344,0.826271,0.118644,0.012333,0,0.000000,,,,0,815.05,2675.84,7.8920,6,33,1,0,,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU SAKVILLE LIMITED,0,0.0000,0,0
Schneider Electric,France,Industrials,A,other,1,1,walked,2022-12-24,10,yes,33,0,1,1.4,french,0.919732,0.071818,0.929752,0.079585,0.103286,0.010668,0.083333,0.790960,0.000126,34758,0.673309,,,Pending,1,784.76,51622.64,10.8517,15,84,2,0,,SCHNEIDER ELECTRIC SE,0,0.0000,0,0
Senior PLC,United Kingdom,Industrials,A,other,1,1,walked,2023-08-23,18,no,74,0,1,1.5,english,0.121516,,0.119835,,,,,,,0,,,,,0,,,,22,,1,0,,SEVNOR WEST LIMITED,0,0.0000,0,0
Sidley Austin,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,22,0,1,1.4,english,0.327759,0.533636,0.322314,0.574394,0.579030,0.335275,0.508475,0.357345,0.006198,7,0.000648,,,,0,1298.54,10810.20,9.2882,3,67,1,0,,SIG GROUP AG,0,0.0000,0,0
Siemens,Germany,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.6,german,0.998885,0.010909,1.000000,0.010381,0.029734,0.000884,0.012712,0.853107,0.000036,820630,2.210026,,,,0,39850.35,371321.49,12.8248,4,492,4,0,,SIEMENS AG,0,0.0000,0,0
Smurfit Kappa,Ireland,Materials,A,other,1,1,walked,2022-12-24,10,yes,49,0,1,1.4,english,0.670011,0.848182,0.488889,0.796875,0.563380,0.317397,0.836158,0.713277,0.014154,1133,0.219678,,,,0,2469.12,5157.54,8.5482,20,73,1,2,2022-07-21;2022-10-06,FSM INTERNATIONAL HOLDINGS LIMITED,0,0.0000,0,0
Societe Generale,France,Financials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,french,0.605351,0.610000,0.876923,0.567568,0.553208,0.306039,0.620056,0.515537,0.006695,512,0.014786,,,Pending,1,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Sodexo,France,Industrials,A,other,1,1,walked,2022-12-24,10,yes,33,0,1,1.4,french,0.333333,0.986364,0.330579,1.000000,0.731612,0.535256,0.980226,0.553672,0.328531,8,0.027378,,,,0,231.58,292.21,5.6775,7,96,1,0,,SBO AG,0,0.0000,0,0
SoftwareOne,Switzerland,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,33,0,1,1.8,german,0.122631,,0.068182,,,,,,,0,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,1,0
Spin Master,Canada,Consumer Discretionary,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.7,english,0.707915,0.180000,0.670270,0.181395,0.248826,0.061915,0.189266,0.634181,0.000666,1910,0.079452,,,,0,8089.39,24039.78,10.0875,4,16,1,0,,SPIN MASTER CORP.,0,0.0000,1,0
Squire Patton Boggs,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.123746,0.610909,0.123967,0.678201,0.773083,0.597657,0.621469,0.120056,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Stanley Black &amp; Decker,United States,Industrials,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.295429,0.036364,0.280992,0.041522,0.370110,0.136981,0.042373,0.268362,0.000080,3,0.000034,,,,0,56816.41,87327.09,11.3774,10,7,1,0,,"STANLEY BLACK & DECKER, INC.",0,0.0000,0,0
Starbucks,United States,Consumer Discretionary,A,other,1,1,sold,2023-06-15,16,yes,49,0,1,1.4,english,0.685619,,0.664865,,,,,,,1410,,,5.99,Completed,1,,,,10,,1,2,2022-07-21;2022-10-06,ESTA GROUP AG,1,1.0000,0,0
State Street,United States,Financials,A,other,1,1,walked,2022-12-24,10,yes,49,0,1,1.4,english,0.588629,,0.815385,,,,,,,409,,,,,0,,,,10,,1,2,2022-07-21;2022-10-06,ESTA GROUP AG,1,1.0000,0,0
Stora Enso,Finland,Materials,A,sold,1,1,sold,2022-12-24,10,yes,33,0,1,2.0,scandinavian,0.830546,0.987273,0.755556,0.968750,0.515649,0.265894,0.981638,0.944915,0.328531,7700,26.350912,,,,0,231.58,292.21,5.6775,7,96,1,0,,SBO AG,0,0.0000,1,0
Storebrand,Norway,Financials,A,sold,1,1,sold,2022-12-24,10,yes,28,0,1,2.0,scandinavian,0.124861,0.265455,0.169231,0.270270,0.579812,0.336182,0.274011,0.121469,0.001555,0,0.000000,,,,0,3128.05,5144.63,8.5457,9,8,1,0,,EBARA CORPORATION,0,0.0000,1,0
Strabag,Austria,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,68,0,1,1.8,german,0.653289,0.114545,0.640496,0.096886,0.267606,0.071613,0.125706,0.536723,0.000217,939,0.023616,,,,0,5192.24,39761.36,10.5907,18,31,5,0,,STRABAG SE,0,0.0000,1,0
Strava,United States,Information Technology,A,other,1,1,walked,2023-08-23,18,no,69,0,1,1.4,english,0.486065,,0.310606,,,,,,,79,,,,,0,,,,15,,1,0,,SOTRA HOLDING AG,1,1.0000,0,0
Sulzer,Switzerland,Industrials,A,other,1,1,walked,2022-12-24,10,yes,72,0,1,1.8,german,0.928651,,0.938017,,,,,,,43127,69.513709,,,,0,439.84,620.41,6.4304,2,,1,0,,SULZER AG,0,0.0000,0,0
Svenska Handelsbanken,Sweden,Financials,A,sold,1,1,sold,2022-12-24,10,yes,33,0,1,1.8,scandinavian,0.391304,,0.615385,,,,,,,17,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,1,0
Sylvamo,United States,Materials,A,sold,1,1,sold,2022-10-06,8,yes,77,0,1,1.4,english,0.125975,,0.022222,,,,,,,0,0.000000,649.7021,390.00,Completed,1,600.28,932.41,6.8378,3,,1,0,,LAMY SA,0,0.0000,1,0
Systembolaget,Sweden,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.8,scandinavian,0.127090,0.611818,0.108108,0.572093,0.772300,0.596448,0.622881,0.122881,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Sæplast,Iceland,Materials,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,1.7,scandinavian,0.278707,,0.133333,,,,,,,2,0.001336,,,,0,1485.50,1497.38,7.3115,3,,1,0,,OLAST HOLDINGS LIMITED,0,0.0000,0,1
TDZ Turn,Czech Republic,Industrials,A,suspended,1,1,walked,2023-08-23,18,no,16,0,1,1.0,socialist,0.128205,,0.128099,,,,,,,0,,,,,0,,,,15,,1,0,,LTD,1,1.0000,0,1
TJ Maxx,United States,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,85,0,1,1.4,english,0.129320,0.850000,0.113514,0.865116,0.891236,0.794302,0.838983,0.124294,0.014521,0,0.000000,,,,0,-1510.68,8174.69,9.0088,9,149,2,0,,UMAX LIMITED,0,0.0000,1,0
TUI,Germany,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,62,0,1,1.6,german,0.532887,,0.486486,,,,,,,156,,,,,0,,,,,1,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,PRIVATE LIMITED COMPANY «FINTUITY LIMITED»,0,0.0000,1,0
Tata Steel,India,Materials,A,other,1,1,walked,2022-12-24,10,yes,35,0,0,0.0,english,0.755853,0.032727,0.666667,0.046875,0.123631,0.015285,0.038136,0.709040,0.000080,3051,0.213014,,,,0,-417.90,14322.99,9.5696,5,3,2,3,2022-06-03;2022-07-21;2022-10-06,ENEL SPA,0,0.0000,0,0
Tchibo,Germany,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.6,german,0.622074,0.489091,0.773810,0.474138,0.363067,0.131818,0.475989,0.714689,0.005815,634,0.230437,,,,0,-82.23,2751.30,7.9198,13,16,1,0,,BO HOLDING AG,0,0.0000,0,0
TeamViewer,Germany,Information Technology,A,sold,1,1,sold,2022-12-24,10,yes,01,0,1,1.6,german,0.428094,0.513636,0.242424,0.460938,0.589202,0.347159,0.494350,0.324859,0.005995,37,0.000316,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,1,0
Technip Energies,France,Energy,A,other,1,1,walked,2023-08-23,18,no,41,0,1,1.4,french,0.649944,0.150000,0.521739,0.113636,0.232394,0.054007,0.158192,0.632768,0.000345,911,0.078550,,,,0,45.13,11597.78,9.3586,7,4,1,0,,TECHNIP ENERGIES N.V.,1,1.0000,0,0
Teknos,Finland,Industrials,A,sold,1,1,sold,2022-03-31,1,no,46,0,1,2.0,scandinavian,0.438127,0.256364,0.417355,0.262976,0.357590,0.127871,0.264124,0.512712,0.001420,40,0.014204,,,Completed,1,341.06,2816.15,7.9431,6,4,1,0,,"AMITI TEKHNOLODZHI INTERNESHNL, LLS, KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU",0,0.0000,1,0
Teknotherm Marine HVAC sp. z o.o.,Poland,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,0.5,socialist,0.130435,,0.132231,,,,,,,0,,,,,0,,,,14,,2,0,,ANCS HOLDING LIMITED,1,1.0000,1,0
Teleperformance,France,Communication Services,A,sold,1,1,sold,2023-08-23,18,no,82,0,1,1.4,french,0.497213,0.884545,0.591837,0.888889,0.668232,0.446533,0.878531,0.566384,0.018411,88,0.032403,,,,0,2438.95,2715.83,7.9069,9,50,1,0,,TELEPERFORMANCE SE,0,0.0000,1,0
Teradata,United States,Information Technology,A,suspended,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.700111,0.012727,0.500000,0.015625,0.162754,0.026489,0.014124,0.614407,0.000036,1801,0.065654,,,,0,7249.21,27431.49,10.2194,15,1,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,TERADATA CORPORATION,0,0.0000,0,1
Tetra Pak,Sweden,Industrials,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.8,scandinavian,0.832776,,0.838843,,,,,,,8045,0.476417,,,,0,1286.75,16886.45,9.7343,22,44,3,0,,TETRA LAVAL INTERNATIONAL SA,1,0.3333,0,0
Tietoevry,Finland,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,2.0,scandinavian,0.131550,0.963636,0.075758,0.953125,0.953834,0.909800,0.953390,0.125706,0.053692,0,0.000000,,,,0,-261.36,856.73,6.7531,7,46,1,0,,MR DE BRUIJNE PIETER,0,0.0000,0,0
Tom Ford,United States,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.334448,0.774545,0.291892,0.767442,0.753521,0.567794,0.752825,0.286723,0.008292,8,0.000089,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,1
Topsoe,Denmark,Energy,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.9,scandinavian,0.851728,0.973636,0.782609,1.000000,0.507825,0.257886,0.963277,0.940678,0.098848,11048,22.751704,,,,0,431.07,485.59,6.1854,6,48,1,0,,TPBS GROUP AG,0,0.0000,1,0
Toyota,Japan,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,46,0,1,1.5,german,0.994426,0.343636,0.994595,0.316279,0.170579,0.029097,0.346045,0.932203,0.002426,547778,15.454305,,,,0,7730.99,35445.01,10.4757,9,86,1,0,,TOYOTA INDUSTRIES CORPORATION,0,0.0000,0,1
Trane Technologies,Ireland,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,23,0,1,1.4,english,0.356745,0.612727,0.359504,0.681661,0.659624,0.435104,0.624294,0.327684,0.006695,11,0.000318,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
TransferGo,United Kingdom,Financials,A,other,1,1,walked,2023-08-23,18,no,23,0,1,1.5,english,0.260870,0.613636,0.430769,0.581081,0.696401,0.484974,0.625706,0.262712,0.006695,1,0.000029,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Trimble,United States,Information Technology,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.816054,0.215455,0.674242,0.203125,0.180751,0.032671,0.227401,0.795198,0.000892,6468,0.725130,,,,0,1875.56,8919.78,9.0960,12,41,2,0,,TRIMBLE INC.,0,0.0000,0,0
TripAdvisor,United States,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,65,0,1,1.4,english,0.328874,,0.367347,,,,,,,7,,,,,0,,,,14,,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,SCOR SE,0,0.0000,0,0
Triumph Motorcycles,United Kingdom,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,22,0,1,1.5,english,0.379041,0.783636,0.340541,0.781395,0.704225,0.495933,0.765537,0.388418,0.008565,14,0.001318,,,,0,7461.36,10624.40,9.2709,7,91,1,0,,ORAC HOLDING,0,0.0000,0,0
Uber,United States,Information Technology,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.4,english,0.799331,0.754545,0.636364,0.703125,0.441315,0.194759,0.733051,0.830508,0.006995,5025,1.133871,,,,0,1158.49,4431.72,8.3965,9,31,1,0,,"PAUL HÄLG, HANSPETER FÄSSLER, CLAUDE R. CORNAZ, JÜRG FEDIER, GABI HUBER AND JENS BREU",0,0.0000,1,0
Unilever,United Kingdom,Consumer Staples,A,sold,1,1,sold,2024-10-10,32,no,59,0,1,1.5,english,0.967670,0.147273,1.000000,0.120690,0.081377,0.006622,0.153955,0.901130,0.000343,114884,5.624263,,,Completed,1,16497.03,20426.50,9.9246,15,7,1,0,,UNIVERSAL MUSIC GROUP N.V.,0,0.0000,1,0
United Airlines,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.528428,,0.516529,,,,,,,144,14.400000,,,,0,-4.68,10.00,2.3027,5,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,OUN GMBH,0,0.0000,0,0
United Internet Group,Germany,Information Technology,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,1.6,german,0.132664,0.870000,0.083333,0.835938,0.902191,0.813948,0.861582,0.127119,0.016422,0,0.000000,,,,0,8810.27,12433.53,9.4282,8,196,2,0,,NEXT PLC,0,0.0000,0,1
Universal,United States,Communication Services,A,sold,1,1,sold,2022-12-24,10,yes,59,0,1,1.4,english,0.953177,0.148182,1.000000,0.066667,0.091549,0.008381,0.155367,0.884181,0.000343,79766,3.905025,,,,0,16497.03,20426.50,9.9246,15,7,1,0,,UNIVERSAL MUSIC GROUP N.V.,0,0.0000,1,0
Uponor,Finland,Industrials,A,other,1,1,walked,2023-08-23,18,no,68,0,1,2.0,scandinavian,0.790412,0.043636,0.793388,0.048443,0.104851,0.010994,0.053672,0.758475,0.000093,4638,0.430037,,,,0,8894.02,10785.13,9.2859,18,1,1,0,,ANOR HOLDINGS LIMITED,0,0.0000,0,0
VTG,Germany,Industrials,A,sold,1,1,sold,2023-08-23,18,no,16,0,1,1.6,german,0.488294,0.781818,0.462810,0.809689,0.593114,0.351785,0.762712,0.586158,0.008533,80,0.045511,,,,0,322.70,1757.82,7.4718,18,15,1,0,,OBSHCHESTVO V.T.G.S.R.L.,0,0.0000,1,0
Vaillant Group,Germany,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.6,german,0.529543,0.353636,0.520661,0.370242,0.429577,0.184537,0.354520,0.473164,0.002642,145,0.006178,,,,0,6343.32,23470.60,10.0635,16,62,1,0,,JOH. VAILLANT GMBH & CO KG,0,0.0000,0,0
Valeo,France,Consumer Discretionary,A,other,1,1,walked,2025-05-21,39,no,45,1,1,1.4,french,0.968785,0.101818,0.951351,0.093023,0.104069,0.010830,0.108757,0.814972,0.000179,115064,0.931811,,,Pending,1,87732.94,123484.32,11.7239,14,22,2,0,,VALEO,0,0.0000,0,0
Valio,Finland,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,2.0,scandinavian,0.702341,0.439091,0.857143,0.396552,0.304382,0.092648,0.426554,0.771186,0.004463,1850,0.516089,,,,0,730.38,3584.65,8.1844,15,16,1,0,,ALI GROUP LLC,0,0.0000,0,0
Valmet,Finland,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,2.0,scandinavian,0.907469,0.120909,0.904959,0.100346,0.084507,0.007141,0.134181,0.875706,0.000236,28508,3.357987,,,,0,2660.83,8489.61,9.0466,10,2,1,0,,MR VALENTINO FORNAROLI,0,0.0000,0,0
Van Oord,Netherlands,Industrials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.8,french,0.526198,0.775455,0.512397,0.802768,0.690923,0.477375,0.754237,0.401130,0.008292,143,0.001589,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,1,0
VanEck,United States,Financials,A,other,1,1,walked,2023-08-23,18,no,63,0,1,1.4,english,0.393534,0.957273,0.630769,0.945946,0.836463,0.699671,0.949153,0.333333,0.053297,18,0.000362,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,0
Vanguard,United States,Financials,A,suspended,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.833891,0.614545,0.969231,0.594595,0.445227,0.198227,0.627119,0.717514,0.006695,8090,0.233632,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Veon,Netherlands,Communication Services,A,sold,1,1,sold,2023-08-23,18,no,33,0,1,1.8,french,0.439242,,0.448980,,,,,,,40,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,1,0
Vestas,Denmark,Energy,A,sold,1,1,sold,2023-04-21,14,yes,46,0,1,1.9,scandinavian,0.877369,,0.826087,,,,,,,15081,0.071057,,,Completed,1,87931.14,212236.98,12.2655,12,,1,0,,VESTAS WIND SYSTEMS A/S,1,1.0000,1,0
Vianor,Finland,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,2.0,scandinavian,0.369008,0.044545,0.329730,0.018605,0.313772,0.098453,0.055085,0.382768,0.000093,13,0.001205,,,,0,8894.02,10785.13,9.2859,18,1,1,0,,ANOR HOLDINGS LIMITED,0,0.0000,0,0
Vinmonopolet,Norway,Consumer Staples,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,2.0,scandinavian,0.133779,,0.142857,,,,,,,0,0.000000,,,,0,-805.92,264.90,5.5793,8,,1,0,,EQT AB,0,0.0000,0,1
Visteon,United States,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,33,0,1,1.4,english,0.874025,,0.848649,,,,,,,14834,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,0,1
Vodafone,United Kingdom,Information Technology,A,suspended,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.838350,,0.704545,,,,,,,9327,6.706887,,,,0,1122.64,1390.66,7.2375,11,,1,0,,DANONE,0,0.0000,0,1
Volaris Group,Canada,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,1.7,english,0.134894,0.335455,0.090909,0.289062,0.612676,0.375372,0.340395,0.128531,0.002228,0,0.000000,,,,0,-146.30,448.87,6.1067,10,1,1,0,,VOLATI AB,1,1.0000,0,0
Volfas Engelman,Lithuania,Consumer Staples,A,sold,1,1,sold,2022-12-24,10,yes,23,0,1,1.0,socialist,0.136009,0.615455,0.154762,0.629310,0.771518,0.595240,0.628531,0.129944,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
