name,country,industry,grade,action_type,exiter,clean_exit,exit_mode,event_date,event_month,timing_left_censored,nace_sector,b2c,sanctions_coalition,wgi_rule_of_law,legal_origin,pat_pctile,lab_pctile,pat_pctile_sector,lab_pctile_sector,alpha,alpha_sq,alpha_emp_pctile,alpha_pat_pctile,emp_intensity_raw,patent_count,patent_intensity_raw,y_exit_payoff,deal_value_mn_usd,deal_status,has_deal,pre_inv_equity_th_usd,sum_assets_th_usd,ln_assets,years_in_russia,employees_total,n_subsidiaries,sanctions_exposure,sanction_hit_dates,guo_matched,y_sub_inactive,sub_inactivation_rate,y_grade_a_sold,y_suspended
LG Electronics,South Korea,Information Technology,B,suspended,1,0,,,,no,23,0,1,1.0,german,0.991081,0.656364,0.969697,0.601562,0.365415,0.133528,0.692090,0.926554,0.006695,441781,12.758259,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
La Lorraine,Belgium,Consumer Staples,B,suspended,1,0,,,,no,46,0,1,1.3,french,0.343367,0.023636,0.404762,0.017241,0.331768,0.110070,0.026836,0.322034,0.000065,9,0.000294,,,,0,27572.32,30629.27,10.3297,7,2,1,0,,LA LORRAINE BAKERY GROUP,0,0.0000,0,1
Lanxess,Germany,Materials,B,suspended,1,0,,,,no,70,0,1,1.6,german,0.876254,,0.822222,,,,,,,14879,,,,Pending,1,,,,,2,1,0,,MR BASTIAN FAANESS,0,0.0000,0,1
Lego,Denmark,Consumer Discretionary,B,suspended,1,0,,,,no,68,0,1,1.9,scandinavian,0.798216,0.447273,0.767568,0.386047,0.234742,0.055104,0.432203,0.902542,0.004483,5023,5.629714,,,,0,90.71,892.23,6.7937,9,4,1,0,,DIMITRII OLEGOVICH PESHKOV,1,1.0000,0,1
Leonardo,Italy,Industrials,B,suspended,1,0,,,,no,42,0,1,0.2,french,0.843924,0.937273,0.842975,0.944637,0.470266,0.221150,0.926554,0.971751,0.040289,10548,141.659952,,,,0,49.67,74.46,4.3103,4,3,1,0,,MR SIPIO LEONARDO DI,0,0.0000,0,1
Les Ballets de Monte-Carlo,Monaco,Consumer Discretionary,B,suspended,1,0,,,,no,17,0,1,1.2,french,0.206243,0.448182,0.172973,0.390698,0.622066,0.386966,0.433616,0.204802,0.004507,0,0.000000,,,,0,48822.87,80323.01,11.2938,17,362,1,0,,ONTEX GROUP NV,0,0.0000,0,1
Levi Strauss,United States,Consumer Discretionary,B,suspended,1,0,,,,no,47,1,1,1.4,english,0.536232,0.018182,0.497297,0.004651,0.253521,0.064273,0.019774,0.456215,0.000048,168,0.003997,,,Withdrawn,1,30958.14,42030.22,10.6461,14,2,1,0,,CHASTNAYA KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU LEVI SHTRAUSS NEDERLAND B.V.,0,0.0000,0,1
Lexmark,United States,Information Technology,B,suspended,1,0,,,,no,68,0,1,1.4,english,0.859532,0.122727,0.757576,0.140625,0.087637,0.007680,0.135593,0.871469,0.000239,12107,2.896779,,,,0,3462.50,4179.47,8.3379,3,1,1,0,,LEXART CORPORATE SERVICES LTD,0,0.0000,0,1
Little Caesar's,United States,Consumer Discretionary,B,suspended,1,0,,,,no,33,0,1,1.4,english,0.207358,0.067273,0.178378,0.027907,0.424883,0.180525,0.079096,0.206215,0.000125,0,0.000000,,,,0,2604.82,8010.27,8.9885,9,1,1,0,,ITT INC.,1,1.0000,0,1
Live Nation Entertainment,United States,Communication Services,B,suspended,1,0,,,,no,62,0,1,1.4,english,0.603122,0.967273,0.653061,1.000000,0.640845,0.410682,0.957627,0.694915,0.060526,491,0.176896,,,,0,2059.01,2775.65,7.9286,14,168,2,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,G5 ENTERTAINMENT AB,0,0.0000,0,1
Lladró,Spain,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,0.9,french,0.408027,0.480000,0.378378,0.446512,0.597809,0.357376,0.466102,0.281073,0.005696,24,0.000085,,,,0,135970.59,282041.11,12.5498,17,1393,4,0,,CATERPILLAR INC.,0,0.0000,0,1
Louis Dreyfus,Netherlands,Consumer Staples,B,suspended,1,0,,,,no,07,0,1,1.8,french,0.515050,,0.654762,,,,,,,123,9.138187,,,Withdrawn,1,13.46,13.46,2.5997,9,,1,0,,UGS SA,0,0.0000,0,1
M&amp;G,United Kingdom,Financials,B,other,1,0,,,,no,23,0,1,1.5,english,0.267559,0.657273,0.446154,0.648649,0.731612,0.535256,0.693503,0.266949,0.006695,1,0.000029,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
MS &amp; AD Insurance Group,Japan,Financials,B,other,1,0,,,,no,66,0,1,1.5,german,0.208473,0.418182,0.307692,0.418919,0.603286,0.363954,0.402542,0.207627,0.003812,0,0.000000,,,,0,81.60,262.31,5.5695,6,1,2,0,,MS&AD INSURANCE GROUP HOLDINGS INC.,0,0.0000,0,0
MSC Cruises,Switzerland,Consumer Discretionary,B,suspended,1,0,,,,no,25,0,1,1.8,german,0.209588,0.460909,0.183784,0.413953,0.627543,0.393810,0.447740,0.209040,0.005046,0,0.000000,,,,0,-940.46,6935.95,8.8445,12,35,1,0,,MMS HOLDING LLC,0,0.0000,0,1
MV Group,Lithuania,Consumer Staples,B,other,1,0,,,,no,46,0,1,1.0,socialist,0.371237,0.467273,0.452381,0.465517,0.473396,0.224104,0.453390,0.492938,0.005274,13,0.009795,,,Completed,1,980.85,1327.16,7.1908,14,7,1,0,,KMV VERWALTUNGS GMBH,0,0.0000,0,0
Magna,Canada,Consumer Discretionary,B,suspended,1,0,,,,no,23,0,1,1.7,english,0.914158,0.658182,0.875676,0.623256,0.430360,0.185210,0.694915,0.812147,0.006695,31466,0.908711,0.7789,15.00,Completed,1,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Magna Steyr,Austria,Consumer Discretionary,B,suspended,1,0,,,,no,23,0,1,1.8,german,0.727982,0.659091,0.691892,0.627907,0.539124,0.290654,0.696328,0.617232,0.006695,2313,0.066797,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Mango,Spain,Consumer Discretionary,B,suspended,1,0,,,,no,23,0,1,0.9,french,0.637681,0.660000,0.621622,0.632558,0.586072,0.343480,0.697740,0.533898,0.006695,769,0.022208,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Manolo Blahnik,United Kingdom,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,1.5,english,0.268673,0.261818,0.248649,0.265116,0.505477,0.255507,0.269774,0.251412,0.001496,1,0.000009,,,,0,43098.22,107717.35,11.5873,19,154,2,0,,NIKE INC,0,0.0000,0,1
Marks &amp; Spencer,United Kingdom,Consumer Staples,B,suspended,1,0,,,,no,35,0,1,1.5,english,0.210702,0.033636,0.202381,0.034483,0.400626,0.160501,0.039548,0.210452,0.000080,0,0.000000,,,,0,-417.90,14322.99,9.5696,5,3,2,3,2022-06-03;2022-07-21;2022-10-06,ENEL SPA,0,0.0000,0,1
Marriott,United States,Consumer Discretionary,B,suspended,1,0,,,,no,61,0,1,1.4,english,0.642140,,0.627027,,,,,,,806,0.262913,,,,0,2656.11,3065.65,8.0280,13,,1,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,NTT INC.,0,0.0000,0,1
Marvell,United States,Information Technology,B,suspended,1,0,,,,no,70,0,1,1.4,english,0.900780,,0.833333,,,,,,,24167,,,,,0,-1.25,,,10,2,1,0,,MARVELLE GROUP HOLDINGS LTD,0,0.0000,0,1
Mastercard,United States,Information Technology,B,suspended,1,0,,,,no,63,0,1,1.4,english,0.871795,0.090909,0.772727,0.093750,0.227700,0.051847,0.101695,0.584746,0.000158,14525,0.043337,,,,0,313764.05,335164.67,12.7224,12,53,1,0,,MASTERCARD INCORPORATED,0,0.0000,0,1
Match Group,United States,Communication Services,B,other,1,0,,,,no,93,1,1,1.4,english,0.560758,0.399091,0.632653,0.400000,0.320031,0.102420,0.388418,0.704802,0.003239,269,0.211729,,,,0,1232.59,1270.49,7.1472,9,4,2,0,,MATCH HOSPITALITY AG,1,0.5000,0,0
Mattel,United States,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,1.4,english,0.845039,0.006364,0.816216,0.000000,0.147105,0.021640,0.007062,0.635593,0.000030,10642,0.079791,,,,0,107781.18,133373.36,11.8009,13,4,1,0,,"MATTEL, INC.",0,0.0000,0,1
McCormick,United States,Consumer Staples,B,suspended,1,0,,,,no,25,0,1,1.4,english,0.767001,0.793636,0.904762,0.793103,0.431142,0.185884,0.778249,0.894068,0.009200,3581,4.706207,,,,0,-511.10,760.91,6.6345,13,7,1,0,,MICK AG,0,0.0000,0,1
Meggit,United Kingdom,Industrials,B,other,1,0,,,,no,23,0,1,1.5,english,0.410256,0.660909,0.388430,0.726644,0.681534,0.464488,0.699153,0.362994,0.006695,25,0.000722,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Meta,United States,Communication Services,B,suspended,1,0,,,,no,62,0,1,1.4,english,0.910814,0.840000,0.979592,0.822222,0.416275,0.173285,0.824859,0.967514,0.012181,30508,123.875264,,,Completed,1,225.15,246.28,5.5065,1,3,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,LIMITED COMPANY ORDER OF META OY,0,0.0000,0,1
Metso Outotec,Finland,Industrials,B,suspended,1,0,,,,no,46,0,1,2.0,scandinavian,0.736901,0.810909,0.756198,0.830450,0.552426,0.305174,0.796610,0.693503,0.009634,2526,0.172649,,,,0,3657.38,14630.88,9.5909,15,152,2,0,,TECE SE,0,0.0000,0,1
Mettler Toledo,United States,Health Care,B,suspended,1,0,,,,no,46,0,1,1.4,english,0.821628,0.776364,0.846154,0.868852,0.566510,0.320934,0.755650,0.627119,0.008292,6648,0.073891,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,1
Michelin,France,Consumer Discretionary,B,suspended,1,0,,,,no,25,0,1,1.4,french,0.938685,0.794545,0.918919,0.795349,0.394366,0.155525,0.779661,0.961864,0.009200,53194,69.908399,,,Withdrawn,1,-511.10,760.91,6.6345,13,7,1,0,,MICK AG,0,0.0000,0,1
Micro Focus,United Kingdom,Information Technology,B,suspended,1,0,,,,no,25,0,1,1.5,english,0.781494,0.795455,0.613636,0.742188,0.427230,0.182526,0.781073,0.903955,0.009200,4359,5.728667,,,,0,-511.10,760.91,6.6345,13,7,1,0,,MICK AG,0,0.0000,0,1
Micron,United States,Information Technology,B,suspended,1,0,,,,no,46,0,1,1.4,english,0.965440,0.788182,0.893939,0.734375,0.382629,0.146405,0.771186,0.974576,0.008656,109695,158.248940,,,,0,209.99,693.18,6.5413,10,6,1,0,,HOSOKAWA MICRON CORPORATION,0,0.0000,0,1
Microsoft,United States,Information Technology,B,suspended,1,0,,,,no,62,0,1,1.4,english,0.979933,0.007273,0.931818,0.000000,0.010955,0.000120,0.008475,0.882768,0.000032,246797,3.817706,,,,0,33829.29,64645.36,11.0767,18,2,3,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,MICROSOFT CORPORATION,0,0.0000,0,1
Milk Hydrosan sp. z o.o.,Poland,Industrials,B,suspended,1,0,,,,no,46,0,1,0.5,socialist,0.211817,0.543636,0.210744,0.577855,0.665102,0.442360,0.518362,0.211864,0.006560,0,0.000000,,,,0,915.46,2286.71,7.7349,2,15,1,0,,MIG HOLDING GMBH,0,0.0000,0,1
Mitsubishi Electric,Japan,Industrials,B,suspended,1,0,,,,no,46,0,1,1.5,german,0.995541,0.178182,0.995868,0.166090,0.094679,0.008964,0.187853,0.911017,0.000656,571435,8.335692,,,,0,33613.52,68552.80,11.1354,8,45,1,0,,MITSUBISHI ELECTRIC CORPORATION,0,0.0000,0,1
Mitsubishi Motors,Japan,Consumer Discretionary,B,suspended,1,0,,,,no,66,0,1,1.5,german,0.918618,,0.886486,,,,,,,34369,1.428595,,,,0,24044.75,24057.91,10.0882,9,,1,0,,MITSUBISHI CORPORATION,0,0.0000,0,1
Mobatime (Elekon),Czech Republic,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,1.0,socialist,0.212932,0.809091,0.189189,0.813953,0.816901,0.667328,0.793785,0.213277,0.009586,0,0.000000,,,,0,1432.19,2607.86,7.8663,12,25,1,0,,PROTIME AG,0,0.0000,0,1
Moncler,Italy,Consumer Discretionary,B,suspended,1,0,,,,no,71,0,1,0.2,french,0.499443,,0.448649,,,,,,,88,0.000509,,,,0,10986.15,172718.91,12.0594,10,,1,0,,MONERGO B.V.,0,0.0000,0,1
Moneygram,United States,Financials,B,suspended,1,0,,,,no,23,0,1,1.4,english,0.565217,0.661818,0.769231,0.662162,0.616588,0.380181,0.700565,0.481638,0.006695,282,0.008144,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
MongoDB,United States,Information Technology,B,suspended,1,0,,,,no,23,0,1,1.4,english,0.554069,0.662727,0.363636,0.609375,0.619718,0.384051,0.701977,0.477401,0.006695,241,0.006960,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Mothercare,United Kingdom,Consumer Discretionary,B,suspended,1,0,,,,no,47,1,1,1.5,english,0.527313,0.761818,0.475676,0.758140,0.602504,0.363011,0.738701,0.545198,0.007472,143,0.025440,,,,0,-1284.84,5621.06,8.6343,16,42,1,0,,MOTIER,0,0.0000,0,1
Motorola Solutions,United States,Information Technology,B,suspended,1,0,,,,no,52,0,1,1.4,english,0.880713,0.350000,0.787879,0.312500,0.160407,0.025730,0.350282,0.954802,0.002571,15860,40.779595,,,,0,11.82,388.92,5.9634,2,1,1,0,,RGG SOLUTIONS LP,0,0.0000,0,1
Munich Re,Germany,Financials,B,suspended,1,0,,,,no,64,0,1,1.6,german,0.372352,0.027273,0.553846,0.040541,0.373239,0.139308,0.032486,0.252825,0.000075,13,0.000015,,,,0,106915.07,858637.47,13.6631,20,64,4,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,UNICREDIT SPA,0,0.0000,0,1
NEC,Japan,Information Technology,B,suspended,1,0,,,,no,63,0,1,1.5,german,0.992196,0.959091,0.977273,0.945312,0.512520,0.262676,0.951977,0.920904,0.053297,497786,10.011442,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,1
NSG Group (Pilkington),Japan,Materials,B,other,1,0,,,,no,23,0,1,1.5,german,0.214047,0.663636,0.111111,0.593750,0.766041,0.586818,0.703390,0.214689,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
NXP Semiconductors,Netherlands,Information Technology,B,suspended,1,0,,,,no,52,0,1,1.8,french,0.550725,0.290000,0.356061,0.242188,0.375587,0.141065,0.295198,0.511299,0.001786,228,0.013637,,,,0,13352.59,16718.69,9.7243,18,63,3,0,,ICON PLC,0,0.0000,0,1
Namecheap,United States,Information Technology,B,suspended,1,0,,,,no,72,0,1,1.4,english,0.434783,0.150909,0.265152,0.156250,0.375587,0.141065,0.159605,0.375706,0.000347,38,0.001015,,,,0,6169.85,37438.49,10.5305,10,13,1,0,,SAP SE,0,0.0000,0,1
NetApp,United States,Information Technology,B,suspended,1,0,,,,no,46,0,1,1.4,english,0.827202,1.000000,0.689394,1.000000,0.495305,0.245327,1.000000,1.000000,148.585202,7249,724900.000000,,,,0,0.01,0.01,-4.3080,14,2,1,0,,"NETAPP, INC.",0,0.0000,0,1
New Balance,United States,Consumer Discretionary,B,suspended,1,0,,,,no,01,0,1,1.4,english,0.595318,0.515455,0.589189,0.488372,0.520344,0.270758,0.497175,0.451977,0.005995,438,0.003742,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,1
New Development Bank,China,Financials,B,other,1,0,,,,no,01,0,0,-0.5,german,0.215162,0.516364,0.323077,0.459459,0.651800,0.424843,0.498588,0.216102,0.005995,0,0.000000,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,0
Niantic Labs,United States,Information Technology,B,other,1,0,,,,no,68,0,1,1.4,english,0.216276,0.820000,0.121212,0.804688,0.821596,0.675020,0.806497,0.217514,0.010117,0,0.000000,,,,0,131.88,197.68,5.2866,16,2,1,0,,NISA INTERNATIONAL CORPORATION,0,0.0000,0,0
Nikon,Japan,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,1.5,german,0.954292,0.192727,0.940541,0.200000,0.105634,0.011159,0.204802,0.908192,0.000716,81286,7.271559,,,,0,7873.97,11178.62,9.3218,14,8,1,0,,NIKON CORPORATION,0,0.0000,0,1
Nintendo,Japan,Communication Services,B,suspended,1,0,,,,no,46,0,1,1.5,german,0.867336,,0.918367,,,,,,,13085,0.943645,,,,0,2331.87,13866.45,9.5372,10,,1,0,,NINTENDO CO LTD,0,0.0000,0,1
Nippon Telegraph and Telephone Corporation (NTT),Japan,Communication Services,B,sold,1,0,,,,no,61,0,1,1.5,german,0.284281,,0.285714,,,,,,,2,0.000652,,,,0,2656.11,3065.65,8.0280,13,,1,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,NTT INC.,0,0.0000,0,0
Norton,United States,Information Technology,B,suspended,1,0,,,,no,68,0,1,1.4,english,0.888517,0.389091,0.803030,0.351562,0.204225,0.041708,0.379944,0.905367,0.003044,19406,5.907512,,,,0,3218.33,3284.97,8.0971,2,10,1,0,,NORTOX PROPERTIES LIMITED,0,0.0000,0,1
Nu Skin,United States,Consumer Staples,B,suspended,1,0,,,,no,43,0,1,1.4,english,0.476031,0.907273,0.583333,0.896552,0.717527,0.514846,0.902542,0.501412,0.024059,73,0.011709,,,,0,4371.81,6234.59,8.7379,20,150,1,0,,SKION GMBH,0,0.0000,0,1
Nutanix,United States,Information Technology,B,suspended,1,0,,,,no,47,1,1,1.4,english,0.686734,0.802727,0.469697,0.773438,0.417058,0.173937,0.788136,0.929379,0.009295,1432,13.309787,,,,0,-3.57,107.59,4.6783,13,1,1,0,,MR ITALO MONTANI,0,0.0000,0,1
Nvidia,United States,Information Technology,B,suspended,1,0,,,,no,01,0,1,1.4,english,0.899666,0.803636,0.825758,0.781250,0.468701,0.219681,0.789548,0.837571,0.009460,22976,1.457901,,,,0,6450.10,15759.64,9.6652,11,79,3,0,,NIDIALINGTON HOLDING LIMITED,0,0.0000,0,1
OP Bank Lithuania,Lithuania,Financials,B,suspended,1,0,,,,no,68,0,1,1.0,socialist,0.217391,0.820909,0.338462,0.837838,0.821596,0.675020,0.807910,0.218927,0.010117,0,0.000000,,,,0,131.88,197.68,5.2866,16,2,1,0,,NISA INTERNATIONAL CORPORATION,0,0.0000,0,1
Olympus,Japan,Information Technology,B,suspended,1,0,,,,no,07,0,1,1.5,german,0.972129,,0.901515,,,,,,,148860,11059.435364,,,,0,13.46,13.46,2.5997,9,,1,0,,UGS SA,0,0.0000,0,1
OpenText,Canada,Information Technology,B,suspended,1,0,,,,no,62,0,1,1.7,english,0.360089,,0.189394,,,,,,,11,0.000379,,,,0,24170.15,29044.92,10.2766,6,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,OPEN TEXT CORPORATION,0,0.0000,0,1
Oracle,United States,Information Technology,B,suspended,1,0,,,,no,22,0,1,1.4,english,0.935340,0.785455,0.863636,0.726562,0.427230,0.182526,0.768362,0.891243,0.008565,48510,4.565905,,,,0,7461.36,10624.40,9.2709,7,91,1,0,,ORAC HOLDING,0,0.0000,0,1
Orion,Finland,Health Care,B,other,1,0,,,,no,46,0,1,2.0,scandinavian,0.889632,0.005455,0.923077,0.000000,0.064945,0.004218,0.005650,0.782486,0.000029,19876,0.581578,,,,0,9988.88,34176.01,10.4393,15,1,1,0,,ORION OYJ,1,1.0000,0,0
Outokumpu,Finland,Materials,B,suspended,1,0,,,,no,46,0,1,2.0,scandinavian,0.853958,0.789091,0.777778,0.718750,0.405321,0.164285,0.772599,0.935028,0.008676,11634,16.823322,,,,0,532.99,691.54,6.5389,8,6,1,0,,OUTOKUMMUN METALLI OY,0,0.0000,0,1
PTC,United States,Information Technology,B,other,1,0,,,,no,62,0,1,1.4,english,0.780379,0.527273,0.606061,0.476562,0.336463,0.113208,0.502825,0.789548,0.006027,4230,0.670935,,,,0,3306.09,6304.63,8.7490,13,38,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,PTC INC.,0,0.0000,0,0
PagerDuty,United States,Information Technology,B,suspended,1,0,,,,no,23,0,1,1.4,english,0.502787,0.664545,0.325758,0.617188,0.644757,0.415712,0.704802,0.435028,0.006695,92,0.002657,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Panasonic,Japan,Consumer Discretionary,B,suspended,1,0,,,,no,70,0,1,1.5,german,0.987737,0.208182,0.989189,0.213953,0.103286,0.010668,0.220339,0.927966,0.000846,364050,12.836357,,,,0,11288.51,28360.85,10.2528,18,24,1,0,,PANASONIC HOLDINGS CORPORATION,0,0.0000,0,1
Par Pacific,United States,Energy,B,suspended,1,0,,,,no,24,0,1,1.4,english,0.218506,0.475455,0.260870,0.477273,0.629108,0.395777,0.461864,0.220339,0.005523,0,0.000000,,,,0,7271.29,7423.62,8.9124,14,41,1,5,2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,DIC CORPORATION,0,0.0000,0,1
Paramount,United States,Communication Services,B,suspended,1,0,,,,no,70,0,1,1.4,english,0.783724,0.052727,0.857143,0.000000,0.167449,0.028039,0.060734,0.652542,0.000094,4405,0.097996,,,,0,12860.46,44950.59,10.7133,7,4,2,0,,PARAMOUNT SKYDANCE CORP.,0,0.0000,0,1
Payoneer,United States,Information Technology,B,other,1,0,,,,no,46,0,1,1.4,english,0.219621,0.317273,0.128788,0.273438,0.550861,0.303448,0.322034,0.221751,0.001961,0,0.000000,,,,0,-704.70,3059.79,8.0261,8,6,1,0,,MEYER INTERNATIONAL HOLDINGS LIMITED,0,0.0000,0,0
Paypal,United States,Information Technology,B,suspended,1,0,,,,no,52,0,1,1.4,english,0.841695,0.308182,0.719697,0.257812,0.151017,0.022806,0.309322,0.930791,0.001897,10487,13.970931,,,,0,-65.62,750.63,6.6209,15,2,3,0,,ELENI PAPAPAVLOU PASTOU,0,0.0000,0,1
Peak Design,United States,Consumer Staples,B,other,1,0,,,,no,22,0,1,1.4,english,0.520624,0.534545,0.678571,0.525862,0.498435,0.248438,0.509887,0.504237,0.006198,136,0.012581,,,,0,1298.54,10810.20,9.2882,3,67,1,0,,SIG GROUP AG,0,0.0000,0,0
Pekao SA,Poland,Financials,B,suspended,1,0,,,,no,46,0,1,0.5,socialist,0.220736,,0.353846,,,,,,,0,0.000000,,,,0,3760.72,4116.68,8.3228,13,,1,0,,KAO CORPORATION,0,0.0000,0,1
Pernod Ricard,France,Consumer Staples,B,suspended,1,0,,,,no,77,0,1,1.4,french,0.627648,0.428182,0.785714,0.387931,0.244914,0.059983,0.413842,0.865819,0.004008,682,2.733796,,,,0,241.45,249.47,5.5194,18,1,1,0,,ORICA LIMITED,0,0.0000,0,1
Pivovary Staropramen,Czech Republic,Consumer Staples,B,suspended,1,0,,,,no,46,0,1,1.0,socialist,0.298774,0.202727,0.321429,0.146552,0.464789,0.216029,0.214689,0.269774,0.000804,3,0.000035,,,,0,14428.34,84600.85,11.3457,16,68,1,0,,AMGEN INC.,0,0.0000,0,1
Playmobil,Germany,Consumer Discretionary,B,suspended,1,0,,,,no,77,0,1,1.6,german,0.221851,,0.194595,,,,,,,0,0.000000,,,,0,600.28,932.41,6.8378,3,,1,0,,LAMY SA,0,0.0000,0,1
Podravka,Croatia,Consumer Staples,B,suspended,1,0,,,,no,23,0,1,0.4,socialist,0.423634,,0.547619,,,,,,,32,,,,,0,,,,20,,1,0,,MEZHDUNARODNAYA DELOVAYA KOMPANIYA P.P.B.INK (SPRAVKA,1,1.0000,0,1
Polaris,United States,Consumer Discretionary,B,suspended,1,0,,,,no,63,0,1,1.4,english,0.881828,0.083636,0.854054,0.051163,0.077465,0.006001,0.096045,0.850282,0.000135,16152,2.130182,,,,0,1775.79,7582.45,8.9336,15,2,2,0,,UNIONE FIDUCIARIA S.P.A. SOCIETA' FIDUCIARIA E DI SERVIZI DELLE BANCHE POPOLARI ITALIANE - IN BREVE UNIONE FIDUCIARIA S.P.A.,0,0.0000,0,1
Porsche,Germany,Consumer Discretionary,B,other,1,0,,,,no,45,1,1,1.6,german,0.927536,0.835455,0.902703,0.851163,0.577465,0.333466,0.820621,0.672316,0.011345,42744,0.142414,,,,0,144569.83,300139.22,12.6120,19,2984,5,0,,FAMILIEN PORSCHE/PIECH,0,0.0000,0,0
Prada,Italy,Consumer Discretionary,B,suspended,1,0,,,,no,47,1,1,0.2,french,0.606466,0.119091,0.600000,0.111628,0.318466,0.101421,0.131356,0.450565,0.000231,514,0.003713,,,,0,93864.87,138434.23,11.8382,14,32,1,0,,MRS BIANCHI MIUCCIA PRADA,0,0.0000,0,1
Prosus,Netherlands,Industrials,B,sold,1,0,,,,no,72,0,1,1.8,french,0.269788,0.257273,0.243802,0.266436,0.438967,0.192692,0.265537,0.367232,0.001479,1,0.000740,,,,0,1350.22,1352.25,7.2095,3,2,1,0,,DR VITALI PROUTSKI,0,0.0000,0,0
Puma,Germany,Consumer Discretionary,B,suspended,1,0,,,,no,46,0,1,1.6,german,0.751394,0.084545,0.713514,0.055814,0.238654,0.056956,0.097458,0.560734,0.000138,2951,0.029034,,,,0,61460.09,101641.01,11.5292,22,14,1,0,,PUMA SE,0,0.0000,0,1
Qualcomm,United States,Information Technology,B,suspended,1,0,,,,no,25,0,1,1.4,english,0.988852,0.461818,0.962121,0.414062,0.212833,0.045298,0.449153,0.959040,0.005046,379269,54.681623,,,,0,-940.46,6935.95,8.8445,12,35,1,0,,MMS HOLDING LLC,0,0.0000,0,1
RTB,United States,Industrials,B,suspended,1,0,,,,no,46,0,1,1.4,english,0.516165,,0.495868,,,,,,,129,,,,,0,,,,13,,1,0,,KOMPANIYA KARTBRIDZH TREIDING INVESTMENTS LIMITED,1,1.0000,0,1
Rabobank,Netherlands,Financials,B,other,1,0,,,,no,64,0,1,1.8,french,0.394649,,0.646154,,,,,,,18,0.000850,,,,0,12783.09,21176.58,9.9607,14,,2,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,COOPERATIEVE RABOBANK U.A.,0,0.0000,0,0
Radio Free Europe,Czech Republic,Communication Services,B,suspended,1,0,,,,no,46,0,1,1.0,socialist,0.222965,,0.183673,,,,,,,0,,,,,0,,,,17,,1,0,,DMG EUROPE HOLDING GMBH,0,0.0000,0,1
Rakovnický Pivovar,Czech Republic,Consumer Staples,B,sold,1,0,,,,no,62,0,1,1.0,socialist,0.224080,,0.214286,,,,,,,0,,,,,0,,,,,10,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,QONIC,0,0.0000,0,0
Ralph Lauren,United States,Consumer Discretionary,B,suspended,1,0,,,,no,33,0,1,1.4,english,0.471572,,0.421622,,,,,,,66,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,0,1
Ravensburger | BRIO,Germany,,B,other,1,0,,,,no,23,0,1,1.6,german,0.225195,0.665455,,,0.762911,0.582033,0.706215,0.223164,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
