name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
China Railway Construction Corporation,China,Industrials,F,other,,,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
China Railway Engineering Corporation,China,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
China State Construction Engineering,China,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
China State Railway Group Company,China,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
China United Network Communications,China,Communication Services,F,other,,,no,"RIBBON COMMUNICATIONS, INC.",84.21052631578947,2,22956.00,22083.75,20213.8702933276,41,0.0018565690007818201,17,10.0413,95
Chipita,Greece,Consumer Staples,F,other,,,no,HIPP GMBH,75.0,5,19328.60,6427.54,-3294.4465096863,144,0.006067635922947796,16,9.8693,77
Clarins,France,Consumer Discretionary,F,other,,,no,CSL LIMITED,80.0,1,1613.89,1613.89,1605.39540174697,2,0.0012392427186288142,1,7.3864,46
Cloudflare,United States,Information Technology,F,other,,,no,LARUE LIMITED,88.88888888888889,2,,,,,,,,64
Coal India,India,Energy,F,other,,,no,KIA CORPORATION,80.0,1,960015.35,960015.35,611643.520343747,163,0.00016978895260707434,14,13.7747,45
Coesia Group,,,F,other,,,no,SIKA AG,85.71428571428572,3,80628.63,33745.18,23973.6659702677,544,0.006015674404802562,19,11.2976,46
Coface,France,Financials,F,other,,,no,COFACE SA,100,2,39285.08,39285.08,17695.0730305174,,,13,10.5786,65
Cofix Coffee,Israel,Consumer Staples,F,other,,,no,COFIS HOLDING SA,88.88888888888889,1,552.38,552.38,369.350374564528,30,0.05431010354924532,13,6.3142,68
Colin's,Turkey,Consumer Discretionary,F,other,,,no,OLIN CORPORATION,100.0,1,8088.71,8088.71,6504.36239429004,2,0.0002472583407472659,7,8.9982,46
Corendon Airlines,Turkey,Industrials,F,other,,,no,SCOR SE,85.71428571428572,1,,,,,,14,,65
Cremonini Group,Italy,Consumer Staples,F,other,,,no,CREMOFIN S.R.L.,82.35294117647058,4,208997.43,123846.07,80502.1081637098,360,0.0013968953042965521,21,12.2501,10
De Cecco,Italy,Consumer Staples,F,other,,,no,TECE SE,75.0,2,14630.88,12559.53,3657.37632562593,152,0.009634120031291507,15,9.5909,46
Deep in Russia,Belgium,Industrials,F,other,,,no,SIKA AG,85.71428571428572,3,80628.63,33745.18,23973.6659702677,544,0.006015674404802562,19,11.2976,46
Dentsply Sirona,United States,Health Care,F,other,,,no,DENTSPLY SIRONA INC.,100,2,56927.53,37918.47,33891.3157801125,169,0.0010548947943892965,12,10.9495,46
Dessange International,France,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Didi,China,Industrials,F,sold,,,no,,,0,,,,,,,,
Diesel,Italy,Consumer Discretionary,F,other,,,no,DIERS INTERNATIONAL GMBH,88.88888888888889,1,220.39,220.39,-267.375212840736,5,0.022687534655163277,10,5.3954,46
Dinex A/S,Denmark,Consumer Discretionary,F,other,,,no,,,0,,,,,,,,
Doka,Austria,Industrials,F,other,,,no,,,0,,,,,,,,
Dr Reddys Labs,India,Health Care,F,other,,,no,DRG INTERNATIONAL INC,80.0,1,3401.00,3401.00,2852.46440694574,10,0.0029403132549619335,19,8.1318,46
Duol,Slovenia,Consumer Discretionary,F,other,,,no,,,0,,,,,,,,
EMS-Chemie,Switzerland,Materials,F,other,,,no,EMS-CHEMIE HOLDING AG,100,1,6778.10,6778.10,4084.60594984889,23,0.003393279138025122,21,8.8215,20
Egger,Austria,Industrials,F,other,,,no,MR IONAS KRISTOF EGGER,100.0,2,621.13,525.75,263.727474083193,10,0.009510305049002478,10,6.4315,
Egyptair,Egypt,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
ElvalHalcor,Greece,Materials,F,other,,,no,ALCOR HOLDING SA,100.0,1,303.44,303.44,104.824728906155,,,17,5.7152,77
Emirates Airlines,United Arab Emirates,Industrials,F,other,,,no,MIRA GROUP SA,100.0,1,32906.74,32906.74,31748.7605606634,38,0.0011547787696983365,18,10.4014,68
Etam,France,Consumer Discretionary,F,other,,,no,ETAM DEVELOPPEMENT,100.0,1,12637.48,12637.48,3806.47596480418,134,0.010603382713451443,6,9.4444,47
Etihad Airways,United Arab Emirates,Industrials,F,other,,,no,EQT AB,80.0,1,264.90,264.90,-805.921440476552,,,8,5.5793,47
FAW Group,China,Industrials,F,other,,,no,,,0,,,,,,,,
FS Mackenzie,United Kingdom,Industrials,F,other,,,no,MACKENZIE VENTURES LIMITED,85.71428571428572,1,507.08,507.08,-6.90512908715755,14,0.027609269848831115,13,6.2287,
Fenzi Group,Italy,Industrials,F,other,,,no,,,0,,,,,,,,
Fleetcor,United States,Financials,F,other,,,no,SCOR SE,85.71428571428572,1,,,,,,14,,65
Fondital,Italy,Industrials,F,other,,,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Foraco,France,Energy,F,other,,,no,ORAC HOLDING,100.0,1,10624.40,10624.40,7461.36213666573,91,0.008565192926191111,7,9.2709,22
Fresenius,Germany,Health Care,F,other,,,no,FRESENIUS MEDICAL CARE AG,100.0,16,172202.05,84897.93,74558.3937942507,1789,0.0001649039038244593,17,12.0564,68
Frigoglass,Greece,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Geoplin,Slovenia,Energy,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Globus,Germany,Consumer Staples,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Gorenje,China,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Groupe Le Duff,France,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Groupe Savencia,France,Consumer Staples,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Grupo Borges | ITLV,Spain,Consumer Staples,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Grupo Fuertes,Spain,Consumer Staples,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Guess,United States,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Haier,China,Consumer Discretionary,F,other,,,no,,,0,,,,,,,,
Heidenhain,Germany,Information Technology,F,other,,,no,RAIN INTERNATIONAL LLC,85.71428571428572,1,102.45,102.45,-137.994899418205,,,4,4.6293,46
Heliski Russia,France,Industrials,F,other,,,no,SIKA AG,85.71428571428572,3,80628.63,33745.18,23973.6659702677,544,0.006015674404802562,19,11.2976,46
Hengli Group,China,Energy,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Herend,Hungary,Consumer Discretionary,F,other,,,no,MR MIKOLA CHEREDNIK,83.33333333333334,1,,,,,,,,86
Hoffmann Group,Germany,Industrials,F,other,,,no,FM HOLDING GMBH,100.0,1,2253.00,2253.00,1474.33255199715,80,0.03550826006860878,21,7.7200,10
Honor,China,Information Technology,F,other,,,no,,,0,,,,,,,,
Huntsman Corporation,United States,Materials,F,other,,,no,HUNTSMAN CORPORATION,100,1,17365.96,17365.96,17324.6862135753,1,5.758393208124075e-05,17,9.7623,46
IQVIA,United States,Industrials,F,other,,,no,IQVIA HOLDINGS INC.,100,1,2499.52,2499.52,2287.7782949293,67,0.026805123781774725,9,7.8239,63
Ideal Molde,Portugal,Industrials,F,other,,,no,HOLDEM HOLDING LIMITED,80.0,1,2934.24,2934.24,-5231.55731342919,,,18,7.9842,68
Indian Oil Corporation,India,Energy,F,other,,,no,PIN HOLDINGS LIMITED,80.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
IndusInd Bank,India,Financials,F,other,,,no,PIN HOLDINGS LIMITED,80.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
Industrial Bank (China),China,Financials,F,other,,,no,HCR INDUSTRIAL I LLC,81.4814814814815,1,18662.68,18662.68,14662.9002835276,,,12,9.8343,68
Iridium,United States,Communication Services,F,other,,,no,IRIDIUM COMMUNICATIONS INC.,100.0,2,14390.32,7435.77,4222.72199188266,35,0.003093154742980187,10,9.5743,77
JD.com,China,Industrials,F,other,,,no,,,0,,,,,,,,
JSW Steel,India,Materials,F,other,,,no,ENEL SPA,85.71428571428572,2,14322.99,12558.07,-417.901642824523,3,7.963004354021078e-05,5,9.5696,35
Jean Cacharel,France,Consumer Discretionary,F,other,,,no,ANCS HOLDING LIMITED,75.0,2,,,,,,14,,46
Kawasaki,Japan,Industrials,F,other,,,no,KAO CORPORATION,80.0,1,4116.68,4116.68,3760.72443699278,,,13,8.3228,46
Kidzania,Mexico,Communication Services,F,other,,,no,NISA INTERNATIONAL CORPORATION,85.71428571428572,1,197.68,197.68,131.883927477524,2,0.010117472556420749,16,5.2866,68
Kleemann,Greece,Industrials,F,other,,,no,MRS ANNETTE ILONA LEMANN,85.71428571428572,1,1301.02,1301.02,26.6244548428804,,,11,7.1709,46
Kotanyi,Austria,Consumer Staples,F,other,,,no,KOTANYI-PRIVATSTIFTUNG,100.0,1,18922.02,18922.02,16041.6647721352,96,0.005073454397284176,15,9.8481,46
Koton,Turkey,Consumer Discretionary,F,other,,,no,,,0,,,,,,,,
Krka,Slovenia,Health Care,F,other,,,no,,,0,,,,,,,,
Kweichow Moutai,China,Consumer Staples,F,other,,,no,MKW HOLDING GMBH,80.0,1,2283.57,2283.57,-600.503945351578,18,0.007882411157383107,18,7.7335,25
LACTALIS,France,Consumer Staples,F,other,,,no,ALI GROUP LLC,100.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
LPP Group,Poland,Consumer Discretionary,F,other,2022-12-24,2022-12-24,yes,,,0,,,,,,,,
La Redoute,France,Consumer Discretionary,F,other,,,no,LARUE LIMITED,80.0,2,,,,,,,,64
Lacoste,France,Consumer Discretionary,F,other,,,no,CONSTELLATION SOFTWARE INC.,76.92307692307692,2,1467.25,1389.21,1078.50578578655,58,0.02159501229995667,18,7.2911,62
Larsen &amp; Toubro,India,Real Estate,F,other,,,no,LARES HOLDING LIMITED,88.88888888888889,1,6696.80,6696.80,-16052.9983368358,1,0.0001493249578045591,19,8.8094,55
Lemken,Germany,Industrials,F,other,,,no,LEMKEN NICOLA,100.0,2,47152.69,44348.90,22340.0847199662,35,0.0007666481323970442,17,10.7611,46
Letique Cosmetics,Latvia,Consumer Staples,F,other,,,no,DOMETIC GROUP AB,85.71428571428572,1,3358.17,3358.17,2703.41860892996,1,0.0002977814514655979,12,8.1192,46
LiSEC,Austria,Industrials,F,other,,,no,PETER LISEC PRIVATSTIFTUNG,100.0,1,3378.99,3378.99,-842.27768543642,,,6,8.1253,46
Liebherr,Switzerland,Industrials,F,other,,,no,LIEBHERR FAMILY,100.0,3,866340.59,478522.48,87079.1022861758,639,0.0005391596181368058,22,13.6720,46
Luka Koper,Slovenia,Industrials,F,other,,,no,KASILIA PROPERTIES LTD,70.0,1,6.43,6.43,-943.571458918042,,,18,1.8609,46
"MOL | Mitsui O.S.K. Lines, Ltd.",Japan,Industrials,F,other,,,no,LTD,100.0,1,,,,,,15,,16
Makita,Japan,Industrials,F,other,,,no,MATABELE SA,80.0,1,3.43,3.43,1.34602906182408,,,2,1.2333,27
Maxam,Spain,Materials,F,other,,,no,MAXAM UEB SOCIEDAD LIMITADA,100.0,1,8819.48,8819.48,8507.21325741243,26,0.0029480200993353954,21,9.0847,20
Micro-Star International Co. (MSi),Taiwan,Information Technology,F,other,,,no,MICK AG,85.71428571428572,1,760.91,760.91,-511.100695065223,7,0.009199508347294948,13,6.6345,25
Mitsubishi Heavy Industries,Japan,Industrials,F,other,,,no,MITSUBISHI HEAVY INDUSTRIES LTD,100,2,2245.80,1567.29,1126.45134096872,51,0.024883727290833744,8,7.7168,62
Mitsui,Japan,Materials,F,other,,,no,"SUMITOMO MITSUI FINANCIAL GROUP, INC",100.0,1,,,,,,13,,64
Mizuho Financial Group,Japan,Financials,F,other,,,no,"SUMITOMO MITSUI FINANCIAL GROUP, INC",81.25,1,,,,,,13,,64
Mod's Hair,France,Consumer Discretionary,F,other,,,no,IRB HOLDING AG,80.0,2,8552.24,4595.69,-62.4019073061645,5,0.0006527850923637715,18,9.0539,55
Muehlhan AG,Germany,Materials,F,other,,,no,MUEHLBAUER HOLDING AG,80.0,1,169.48,169.48,111.949237071909,3,0.017701358346866276,14,5.1327,33
NIS Serbia,Serbia,Energy,F,other,,,no,NISA INTERNATIONAL CORPORATION,85.71428571428572,1,197.68,197.68,131.883927477524,2,0.010117472556420749,16,5.2866,68
New Yorker Marketing &amp; Media GmbH,Germany,Industrials,F,other,,,no,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
Nordson,United States,Materials,F,other,,,no,ANOR HOLDINGS LIMITED,85.71428571428572,1,10785.13,10785.13,8894.02162890881,1,9.272029626248487e-05,18,9.2859,68
OBO Bettermann,Germany,Industrials,F,other,,,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
OCSiAl,Luxembourg,Information Technology,F,other,,,no,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU SOTSIALIST LIMITED,83.33333333333334,1,2594.75,2594.75,1278.0815147832,1,0.00038539303620252897,14,7.8612,73
OKI,Japan,Information Technology,F,other,,,no,"OKI ELECTRIC INDUSTRY CO., LTD.",100.0,1,1448.15,1448.15,1268.17474088818,5,0.0034526755547509193,12,7.2780,46
ONGC,India,Energy,F,seized,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Oasis Logistics Corp,China,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Oppo,China,Information Technology,F,other,,,no,OPPORTUNITY MAKERS C.V.,100.0,1,23176.13,23176.13,13639.3932452071,4,0.000172591366626026,8,10.0509,73
Orano,France,Energy,F,other,,,no,,,0,,,,,,,,
Ottobock,Germany,,F,other,,,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Patreon,United States,Financials,F,other,,,no,E.ON SE,100.0,1,,,,,,21,,33
Pegasus,Turkey,Industrials,F,other,,,no,"PEGASUS HOLDINGS ONE, LLC",100.0,3,86477.36,44208.27,-4421.6247063484,3,,16,11.3676,29
Perfetti Van Melle,Italy,Consumer Staples,F,other,,,no,,,0,,,,,,,,
Pidilite Ind,India,Materials,F,other,,,no,PIN HOLDINGS LIMITED,80.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
Plastika Kritis,Greece,Materials,F,other,,,no,OLAST HOLDINGS LIMITED,80.0,1,1497.38,1497.38,1485.50459321029,,,3,7.3115,47
Poly Real Estate,China,Real Estate,F,other,,,no,ESTA GROUP AG,100.0,1,,,,,,10,,49
Posco,South Korea,Materials,F,other,,,no,,,0,,,,,,,,
PowerChina,China,Energy,F,other,,,no,QPO GROUP,80.0,1,10.80,10.80,-2.40939202066511,,,3,2.3791,62
Projahn,Germany,Industrials,F,other,,,no,FAHN AG,85.71428571428572,1,,,,,,9,,62
Provalliance Group (Jean Louis David),France,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Qatar Airways,Qatar,Industrials,F,other,,,no,ALTARA SA,83.33333333333334,1,1762.18,1762.18,1212.93370819092,7,0.003972350472991146,7,7.4743,46
Quicksilver,United States,Consumer Discretionary,F,other,,,no,MICK AG,75.0,1,760.91,760.91,-511.100695065223,7,0.009199508347294948,13,6.6345,25
Raba,Hungary,Industrials,F,other,,,no,TRABAJO HOLDINGS LIMITED,100.0,2,25569.26,12913.90,-618.958003789186,2,,11,10.1491,68
Rabe Moden,Germany,Consumer Discretionary,F,other,,,no,E.ON SE,80.0,1,,,,,,21,,33
Raiffeisen Bank International,Austria,Financials,F,other,,,no,RAIFFEISEN BANK INTERNATIONAL AG,100,4,928259.42,928259.42,116286.896485381,1761,0.0015599087522879247,22,13.7411,64
Reliance,India,Energy,F,other,,2022-12-24,no,BOUTTE ALLIANCE LP,85.71428571428572,1,1596.27,1596.27,1443.93921578117,24,0.015035056821876372,12,7.3754,46
Richter Spielgeräte GmbH,Germany,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Riko,Slovenia,Industrials,F,other,,,no,BERIKOLL MENEDZHMENT LTD,100.0,1,,,,,,15,,68
Riot Games,United States,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Russia Fachspedition Dr. Lassmann,Austria,Industrials,F,other,,,no,NTN CORPORATION,80.0,1,678.95,678.95,541.763237093575,4,0.005891445528978219,8,6.5205,73
SAIC Motor,China,Industrials,F,other,,,no,ROTORK PLC,80.0,1,6128.73,6128.73,3466.41518262494,2,0.0003263320923651224,17,8.7207,33
SBI,India,Financials,F,other,,,no,DESBILD INKORPOREITED,100.0,1,786.69,786.69,774.451281011105,2,0.002542308186561641,4,6.6678,41
SMC,Japan,Industrials,F,other,,,no,,,0,,,,,,,,
Sanatmetal,Hungary,Health Care,F,other,,,no,KENNAMETAL INC.,82.35294117647058,1,5372.04,5372.04,3364.96497223526,,,15,8.5890,46
Sany Heavy Industries,China,Industrials,F,other,,,no,MITSUBISHI HEAVY INDUSTRIES LTD,89.47368421052632,2,2245.80,1567.29,1126.45134096872,51,0.024883727290833744,8,7.7168,62
Sarstedt AG,Germany,Health Care,F,other,,,no,SARSTEDT AG & CO. KG,100.0,1,26591.92,26591.92,18571.7417584835,62,0.0023315351776520897,5,10.1884,26
Sbarro Pizza,United States,Consumer Discretionary,F,other,,,no,SBDA GROUP LTD,85.71428571428572,1,3445.59,3445.59,1134.68903882708,145,0.042082752468379295,9,8.1449,62
Schoeller Bleckmann,Austria,Industrials,F,other,,,no,NTN CORPORATION,80.0,1,678.95,678.95,541.763237093575,4,0.005891445528978219,8,6.5205,73
Semiconductor Manufacturing International Corporation,China,Information Technology,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Shanghai Fosun Pharmaceutical,China,Health Care,F,other,,,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Siemens Healthineers,Germany,Health Care,F,other,,,no,SIEMENS AG,100.0,4,371321.49,219472.82,39850.3479602952,492,3.645098206078464e-05,4,12.8248,46
Signet Armorite,United States,Consumer Discretionary,F,other,,,no,SIG GROUP AG,100.0,1,10810.20,10810.20,1298.54115652293,67,0.00619784921491046,3,9.2882,22
Sisecam,Turkey,Materials,F,other,,,no,SIG GROUP AG,80.0,1,10810.20,10810.20,1298.54115652293,67,0.00619784921491046,3,9.2882,22
Société Bic,France,Consumer Discretionary,F,other,,,no,DIC CORPORATION,80.0,1,7423.62,7423.62,7271.28937284555,41,0.005522912388043414,14,8.9124,24
Soler &amp; Palau Ventilation Group,Spain,Industrials,F,other,,,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Stada Arzneimittel,Germany,Health Care,F,other,,,no,ITT INC.,100.0,1,8010.27,8010.27,2604.82198015135,1,0.0001248396935355797,9,8.9885,33
State Grid Corporation of China,China,Utilities,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Storck,Germany,Consumer Staples,F,other,,,no,MIRACLE SIMPLIFIED JOINT STOCK COMPANY,83.33333333333334,1,26.60,26.60,12.2757850438356,1,0.037597470132488646,17,3.2808,70
Stryker,United States,Health Care,F,other,,,no,STRYKER CORPORATION,100,1,10821.13,10821.13,3761.46475297678,59,0.005452294923595387,15,9.2893,46
Sucden,France,Financials,F,other,,,no,E.ON SE,80.0,1,,,,,,21,,33
Sun Pharma,India,Health Care,F,other,,,no,INSUD PHARMA S.L.,90.0,1,446.45,446.45,7.21471577137709,5,0.011199439366527616,4,6.1013,46
Symrise,Germany,Consumer Discretionary,F,other,,,no,SYMRISE AG,100,2,53000.46,43650.55,18753.0653334018,165,0.002932379908332447,18,10.8781,10
Syngenta,China,Health Care,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
TEPCO,Japan,Utilities,F,other,,,no,,,0,,,,,,,,
TGI Friday's,United States,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Tencent,China,Communication Services,F,other,,,no,NTN CORPORATION,80.0,1,678.95,678.95,541.763237093575,4,0.005891445528978219,8,6.5205,73
Tenneco,United States,Consumer Discretionary,F,other,,,no,NEC CORPORATION,100.0,1,49721.71,49721.71,35756.8582186382,2650,0.05329664075544063,19,10.8142,63
Teva,Israel,Health Care,F,other,,,no,"CORTEVA, INC",100.0,1,128928.21,128928.21,1174.36997556966,12,9.307505375437747e-05,12,11.7670,46
The China Coal Transportation and Distribution Association,China,Energy,F,other,,,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Titan International,United States,Industrials,F,other,,,no,TITANIUM TEXTILES AG,100.0,1,703.83,703.83,-20.0827536024153,56,0.07956521744498203,5,6.5565,72
Toppan,Japan,Consumer Discretionary,F,other,,,no,TOPPAN HOLDINGS INC.,100,1,,,,,,16,,52
Trelleborg Group,Sweden,Industrials,F,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Trumpf,Germany,Industrials,F,other,,,no,TRUMPF SE + CO. KG,100.0,1,39815.42,39815.42,13378.8962408723,233,0.005852004292358852,17,10.5920,68
