name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
L'Oreal,France,Consumer Discretionary,B,suspended,,2022-12-24,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
LCBO,Canada,Consumer Staples,B,suspended,,2022-12-24,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
LG Electronics,South Korea,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
LUSH,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
La Lorraine,Belgium,Consumer Staples,B,suspended,,2022-12-24,no,LA LORRAINE BAKERY GROUP,100.0,1,30629.27,30629.27,27572.3150479263,2,6.529702203778434e-05,7,10.3297,46
Lanxess,Germany,Materials,B,suspended,,2022-12-24,no,MR BASTIAN FAANESS,83.33333333333334,1,,,,2,,,,70
Lego,Denmark,Consumer Discretionary,B,suspended,,2022-12-24,no,DIMITRII OLEGOVICH PESHKOV,100.0,1,892.23,892.23,90.708898476325,4,0.004483154873234022,9,6.7937,68
Leonardo,Italy,Industrials,B,suspended,,2022-12-24,no,MR SIPIO LEONARDO DI,100.0,1,74.46,74.46,49.6684723813087,3,0.04028882916583383,4,4.3103,42
Les Ballets de Monte-Carlo,Monaco,Consumer Discretionary,B,suspended,,2022-12-24,no,ONTEX GROUP NV,80.0,1,80323.01,80323.01,48822.8700040895,362,0.004506803469080906,17,11.2938,17
Levi Strauss,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,CHASTNAYA KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU LEVI SHTRAUSS NEDERLAND B.V.,91.66666666666666,1,42030.22,42030.22,30958.1434706198,2,4.758481475737183e-05,14,10.6461,47
Lexmark,United States,Information Technology,B,suspended,,2022-12-24,no,LEXART CORPORATE SERVICES LTD,83.33333333333334,1,4179.47,4179.47,3462.49823805504,1,0.0002392645536991396,3,8.3379,68
Little Caesar's,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,ITT INC.,100.0,1,8010.27,8010.27,2604.82198015135,1,0.0001248396935355797,9,8.9885,33
Live Nation Entertainment,United States,Communication Services,B,suspended,,2022-12-24,no,G5 ENTERTAINMENT AB,93.33333333333333,2,2775.65,2775.65,2059.00719558168,168,0.060526438896959446,14,7.9286,62
Lladró,Spain,Consumer Discretionary,B,suspended,,2022-12-24,no,CATERPILLAR INC.,80.0,4,282041.11,230882.74,135970.592851837,1393,0.005695531944874323,17,12.5498,46
Louis Dreyfus,Netherlands,Consumer Staples,B,suspended,,2022-12-24,no,UGS SA,80.0,1,13.46,13.46,13.4602906182408,,,9,2.5997,07
Lumen,United States,Communication Services,B,other,,2022-12-24,no,,,0,,,,,,,,
M&amp;G,United Kingdom,Financials,B,other,,2023-08-23,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
MS &amp; AD Insurance Group,Japan,Financials,B,other,,2023-08-23,no,MS&AD INSURANCE GROUP HOLDINGS INC.,83.33333333333334,2,262.31,262.31,81.5962817277759,1,0.0038122229567835435,6,5.5695,66
MSC,United States,Financials,B,other,,2022-12-24,no,,,0,,,,,,,,
MSC Cruises,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,MMS HOLDING LLC,80.0,1,6935.95,6935.95,-940.457045205869,35,0.005046170184484302,12,8.8445,25
MV Group,Lithuania,Consumer Staples,B,other,,2022-12-24,no,KMV VERWALTUNGS GMBH,100.0,1,1327.16,1327.16,980.85137735121,7,0.005274429571315677,14,7.1908,46
MVRDV,Netherlands,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Magna,Canada,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Magna Steyr,Austria,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Mango,Spain,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Manolo Blahnik,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,NIKE INC,85.71428571428572,2,107717.35,86256.38,43098.2218644423,154,0.0014955415055234436,19,11.5873,46
Marks &amp; Spencer,United Kingdom,Consumer Staples,B,suspended,,2023-08-23,no,ENEL SPA,75.0,2,14322.99,12558.07,-417.901642824523,3,7.963004354021078e-05,5,9.5696,35
Marriott,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,NTT INC.,80.0,1,3065.65,3065.65,2656.10568740685,,,13,8.0280,61
Marvell,United States,Information Technology,B,suspended,,2022-12-24,no,MARVELLE GROUP HOLDINGS LTD,100.0,1,,0.00,-1.2518070274964,2,,10,,70
Mastercard,United States,Information Technology,B,suspended,,2022-12-24,no,MASTERCARD INCORPORATED,100,1,335164.67,335164.67,313764.045032038,53,0.0001581312260470938,12,12.7224,63
Match Group,United States,Communication Services,B,other,,2023-08-23,no,MATCH HOSPITALITY AG,100.0,2,1270.49,1235.06,1232.58573249355,4,0.0032387026889488363,9,7.1472,93
Mattel,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,"MATTEL, INC.",100,1,133373.36,133373.36,107781.177320227,4,2.9990996146115237e-05,13,11.8009,46
Mazda,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
McCormick,United States,Consumer Staples,B,suspended,,2022-12-24,no,MICK AG,100.0,1,760.91,760.91,-511.100695065223,7,0.009199508347294948,13,6.6345,25
Meggit,United Kingdom,Industrials,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Meta,United States,Communication Services,B,suspended,,2022-12-24,no,LIMITED COMPANY ORDER OF META OY,100.0,1,246.28,246.28,225.150281171314,3,0.012181111818625587,1,5.5065,62
Metsa,Finland,Materials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Metso Outotec,Finland,Industrials,B,suspended,,2022-12-24,no,TECE SE,85.71428571428572,2,14630.88,12559.53,3657.37632562593,152,0.009634120031291507,15,9.5909,46
Mettler Toledo,United States,Health Care,B,suspended,,2022-12-24,no,RDO INTERNATIONAL,80.0,1,89970.63,89970.63,28615.2318253182,746,0.008291594854877779,17,11.4072,46
Michelin,France,Consumer Discretionary,B,suspended,,2022-12-24,no,MICK AG,85.71428571428572,1,760.91,760.91,-511.100695065223,7,0.009199508347294948,13,6.6345,25
Micro Focus,United Kingdom,Information Technology,B,suspended,,2023-08-23,no,MICK AG,85.71428571428572,1,760.91,760.91,-511.100695065223,7,0.009199508347294948,13,6.6345,25
Micron,United States,Information Technology,B,suspended,,2022-12-24,no,HOSOKAWA MICRON CORPORATION,100.0,1,693.18,693.18,209.993993935175,6,0.008655784805056233,10,6.5413,46
Microsoft,United States,Information Technology,B,suspended,,2023-08-23,no,MICROSOFT CORPORATION,100,3,64645.36,62826.63,33829.2907609437,2,3.183363319708677e-05,18,11.0767,62
Milk Hydrosan sp. z o.o.,Poland,Industrials,B,suspended,,2022-12-24,no,MIG HOLDING GMBH,80.0,1,2286.71,2286.71,915.461285527796,15,0.0065596283079651365,2,7.7349,46
Mitsubishi Electric,Japan,Industrials,B,suspended,,2022-12-24,no,MITSUBISHI ELECTRIC CORPORATION,100,1,68552.80,68552.80,33613.5223023333,45,0.0006564283060560181,8,11.1354,46
Mitsubishi Motors,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,MITSUBISHI CORPORATION,100.0,1,24057.91,24057.91,24044.7497650227,,,9,10.0882,66
Mobatime (Elekon),Czech Republic,Consumer Discretionary,B,suspended,,2022-12-24,no,PROTIME AG,71.42857142857143,1,2607.86,2607.86,1432.18838207144,25,0.009586389452862993,12,7.8663,46
Moncler,Italy,Consumer Discretionary,B,suspended,,2022-12-24,no,MONERGO B.V.,83.33333333333334,1,172718.91,172718.91,10986.154599702,,,10,12.0594,71
Moneygram,United States,Financials,B,suspended,,2023-08-23,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
MongoDB,United States,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Mothercare,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,MOTIER,83.33333333333334,1,5621.06,5621.06,-1284.83858067356,42,0.007471903317829367,16,8.6343,47
Motorola Solutions,United States,Information Technology,B,suspended,,2022-12-24,no,RGG SOLUTIONS LP,86.95652173913044,1,388.92,388.92,11.8181351628155,1,0.0025712120503148593,2,5.9634,52
Munich Re,Germany,Financials,B,suspended,,2022-12-24,no,UNICREDIT SPA,80.0,4,858637.47,839919.48,106915.074920396,64,7.500718971585936e-05,20,13.6631,64
NCR,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
NEC,Japan,Information Technology,B,suspended,,2022-12-24,no,NEC CORPORATION,100,1,49721.71,49721.71,35756.8582186382,2650,0.05329664075544063,19,10.8142,63
NHL,United States,NGO,B,suspended,,2022-12-24,no,,,0,,,,,,,,
NSG Group (Pilkington),Japan,Materials,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
NXP Semiconductors,Netherlands,Information Technology,B,suspended,,2022-12-24,no,ICON PLC,100.0,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Namecheap,United States,Information Technology,B,suspended,,2022-12-24,no,SAP SE,80.0,1,37438.49,37438.49,6169.84725184552,13,0.00034723620157286415,10,10.5305,72
Nemak,Mexico,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Neste Oyj,Finland,Energy,B,suspended,,2022-12-24,no,,,0,,,,,,,,
NetApp,United States,Information Technology,B,suspended,,2022-12-24,no,"NETAPP, INC.",100,1,0.01,0.01,0.0134602906182408,2,148.58520196359558,14,-4.3080,46
New Balance,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
New Development Bank,China,Financials,B,other,,2022-12-24,no,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
Niantic Labs,United States,Information Technology,B,other,,2022-12-24,no,NISA INTERNATIONAL CORPORATION,85.71428571428572,1,197.68,197.68,131.883927477524,2,0.010117472556420749,16,5.2866,68
Nikon,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,NIKON CORPORATION,100,1,11178.62,11178.62,7873.97388527729,8,0.0007156516315741466,14,9.3218,46
Nintendo,Japan,Communication Services,B,suspended,,2022-12-24,no,NINTENDO CO LTD,100,1,13866.45,13866.45,2331.87420699466,,,10,9.5372,46
Nippon Telegraph and Telephone Corporation (NTT),Japan,Communication Services,B,sold,,2023-08-23,no,NTT INC.,100.0,1,3065.65,3065.65,2656.10568740685,,,13,8.0280,61
Norton,United States,Information Technology,B,suspended,,2022-12-24,no,NORTOX PROPERTIES LIMITED,90.9090909090909,1,3284.97,3284.97,3218.32856624015,10,0.0030441674000630014,2,8.0971,68
Nozbe,Poland,Industrials,B,other,,2022-12-24,no,,,0,,,,,,,,
Nu Skin,United States,Consumer Staples,B,suspended,,2022-12-24,no,SKION GMBH,88.88888888888889,1,6234.59,6234.59,4371.80817077029,150,0.02405931583834857,20,8.7379,43
Nutanix,United States,Information Technology,B,suspended,,2022-12-24,no,MR ITALO MONTANI,83.33333333333334,1,107.59,107.59,-3.56697701383382,1,0.00929470799221789,13,4.6783,47
Nvidia,United States,Information Technology,B,suspended,,2022-12-24,no,NIDIALINGTON HOLDING LIMITED,90.9090909090909,3,15759.64,6659.88,6450.10396280792,79,0.009459626221458524,11,9.6652,01
ON24,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
OP Bank Lithuania,Lithuania,Financials,B,suspended,,2022-12-24,no,NISA INTERNATIONAL CORPORATION,85.71428571428572,1,197.68,197.68,131.883927477524,2,0.010117472556420749,16,5.2866,68
Olvi,Finland,Consumer Staples,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Olympus,Japan,Information Technology,B,suspended,,2022-12-24,no,UGS SA,80.0,1,13.46,13.46,13.4602906182408,,,9,2.5997,07
OpenText,Canada,Information Technology,B,suspended,,2022-12-24,no,OPEN TEXT CORPORATION,94.11764705882354,1,29044.92,29044.92,24170.1458324222,,,6,10.2766,62
Oracle,United States,Information Technology,B,suspended,,2022-12-24,no,ORAC HOLDING,100.0,1,10624.40,10624.40,7461.36213666573,91,0.008565192926191111,7,9.2709,22
Orion,Finland,Health Care,B,other,,2023-10-12,no,ORION OYJ,100,1,34176.01,34176.01,9988.88166779652,1,2.9260287307843628e-05,15,10.4393,46
Outokumpu,Finland,Materials,B,suspended,,2022-12-24,no,OUTOKUMMUN METALLI OY,88.88888888888889,1,691.54,691.54,532.987127610482,6,0.008676339261343539,8,6.5389,46
PTC,United States,Information Technology,B,other,,2022-12-24,no,PTC INC.,100,1,6304.63,6304.63,3306.08966107108,38,0.006027321077033113,13,8.7490,62
PVH,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
PagerDuty,United States,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Panasonic,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,PANASONIC HOLDINGS CORPORATION,100,1,28360.85,28360.85,11288.5131078595,24,0.0008462371036193811,18,10.2528,70
Papa John's,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Par Pacific,United States,Energy,B,suspended,,2022-12-24,no,DIC CORPORATION,80.0,1,7423.62,7423.62,7271.28937284555,41,0.005522912388043414,14,8.9124,24
Paramount,United States,Communication Services,B,suspended,,2022-12-24,no,PARAMOUNT SKYDANCE CORP.,100.0,2,44950.59,42568.40,12860.4596874202,4,9.396642102704609e-05,7,10.7133,70
Payoneer,United States,Information Technology,B,other,,2022-12-24,no,MEYER INTERNATIONAL HOLDINGS LIMITED,75.0,1,3059.79,3059.79,-704.700055027381,6,0.0019609167952260474,8,8.0261,46
Paypal,United States,Information Technology,B,suspended,,2022-12-24,no,ELENI PAPAPAVLOU PASTOU,83.33333333333334,3,750.63,527.24,-65.6189167639241,2,0.0018966709466887329,15,6.6209,52
Peak Design,United States,Consumer Staples,B,other,,2022-12-24,no,SIG GROUP AG,100.0,1,10810.20,10810.20,1298.54115652293,67,0.00619784921491046,3,9.2882,22
Pekao SA,Poland,Financials,B,suspended,,2022-12-24,no,KAO CORPORATION,100.0,1,4116.68,4116.68,3760.72443699278,,,13,8.3228,46
Pernod Ricard,France,Consumer Staples,B,suspended,,2022-12-24,no,ORICA LIMITED,80.0,1,249.47,249.47,241.450693110004,1,0.0040084493893275865,18,5.5194,77
Pivovary Staropramen,Czech Republic,Consumer Staples,B,suspended,,2022-12-24,no,AMGEN INC.,88.88888888888889,1,84600.85,84600.85,14428.3412592141,68,0.000803774454686646,16,11.3457,46
Playmobil,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,LAMY SA,75.0,1,932.41,932.41,600.275120411068,,,3,6.8378,77
Plzeňský Prazdroj,Czech Republic,Consumer Staples,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Podravka,Croatia,Consumer Staples,B,suspended,,2022-12-24,no,MEZHDUNARODNAYA DELOVAYA KOMPANIYA P.P.B.INK (SPRAVKA,85.71428571428572,1,,,,,,20,,23
Polaris,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,UNIONE FIDUCIARIA S.P.A. SOCIETA' FIDUCIARIA E DI SERVIZI DELLE BANCHE POPOLARI ITALIANE - IN BREVE UNIONE FIDUCIARIA S.P.A.,85.71428571428572,2,7582.45,7384.77,1775.78922068328,2,0.000135413774906035,15,8.9336,63
Porsche,Germany,Consumer Discretionary,B,other,,2022-12-24,no,FAMILIEN PORSCHE/PIECH,100.0,5,300139.22,236323.56,144569.834116207,2984,0.011344615795839057,19,12.6120,45
Prada,Italy,Consumer Discretionary,B,suspended,,2022-12-24,no,MRS BIANCHI MIUCCIA PRADA,100.0,1,138434.23,138434.23,93864.8655161308,32,0.00023115670189469167,14,11.8382,47
Preem AB,Sweden,Energy,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Prosus,Netherlands,Industrials,B,sold,,2022-12-24,no,DR VITALI PROUTSKI,83.33333333333334,1,1352.25,1352.25,1350.21521220636,2,0.0014790189520773555,3,7.2095,72
Puma,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,PUMA SE,100,1,101641.01,101641.01,61460.0907716062,14,0.00013773967809581472,22,11.5292,46
QS,United Kingdom,NGO,B,other,,2022-12-24,no,,,0,,,,,,,,
Qlik,Sweden,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Qualcomm,United States,Information Technology,B,suspended,,2022-12-24,no,MMS HOLDING LLC,80.0,1,6935.95,6935.95,-940.457045205869,35,0.005046170184484302,12,8.8445,25
RTB,United States,Industrials,B,suspended,,2023-08-23,no,KOMPANIYA KARTBRIDZH TREIDING INVESTMENTS LIMITED,100.0,1,,,,,,13,,46
Rabobank,Netherlands,Financials,B,other,,2022-12-24,no,COOPERATIEVE RABOBANK U.A.,100.0,2,21176.58,20206.32,12783.0899369465,,,14,9.9607,64
Radio Free Europe,Czech Republic,Communication Services,B,suspended,,2022-12-24,no,DMG EUROPE HOLDING GMBH,82.35294117647058,1,,,,,,17,,46
Rakovnický Pivovar,Czech Republic,Consumer Staples,B,sold,,2022-12-24,no,QONIC,80.0,1,,,,10,,,,62
Ralph Lauren,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,E.ON SE,80.0,1,,,,,,21,,33
Ravensburger | BRIO,Germany,,B,other,,2023-12-15,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Raytheon,United States,Industrials,B,suspended,,2022-12-24,no,E.ON SE,100.0,1,,,,,,21,,33
Recruit Holdings,Japan,Industrials,B,suspended,,2023-08-23,no,YIT OYJ,80.0,1,28981.54,28981.54,20607.0857631583,,,11,10.2744,41
Reima,Finland,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Remitly Global,United States,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Renishaw,United Kingdom,Industrials,B,suspended,,2023-08-23,no,RETIS HOLDING GMBH,80.0,1,79194.80,79194.80,65806.9435635703,173,0.00218448674003873,22,11.2797,17
Revolut,United Kingdom,Financials,B,suspended,,2022-12-24,no,REVOLUT GROUP HOLDINGS LTD,100.0,1,2634.33,2634.33,2039.58399621956,1,0.00037960360420108045,6,7.8764,62
Richemont,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,NTN CORPORATION,80.0,1,678.95,678.95,541.763237093575,4,0.005891445528978219,8,6.5205,73
Ricoh,Japan,Information Technology,B,suspended,,2022-12-24,no,"RICOH COMPANY,LTD.",100.0,1,9.73,9.73,9.73179011698812,1,0.10275601795546005,9,2.2754,46
Roca,Spain,Consumer Discretionary,B,other,,2022-12-24,no,ROCA CORPORACION EMPRESARIAL SA,100.0,1,29284.92,29284.92,20279.3815277666,631,0.02154692463343848,20,10.2848,31
Rockwell Automation,United States,Industrials,B,suspended,,2022-12-24,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Roland DG,Japan,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Rolex,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Rolls Royce,United Kingdom,Industrials,B,suspended,,2022-12-24,no,ROLLS-ROYCE HOLDINGS PLC,100,1,27419.12,27419.12,13167.9465663033,1,3.647089596845887e-05,9,10.2190,46
Rotork,United Kingdom,Industrials,B,suspended,,2023-08-23,no,ROTORK PLC,100,1,6128.73,6128.73,3466.41518262494,2,0.0003263320923651224,17,8.7207,33
Rovio,Finland,Information Technology,B,other,,2022-12-24,no,,,0,,,,,,,,
Royal Caribbean Cruises,United States,Consumer Discretionary,B,other,,2022-12-24,no,RDO INTERNATIONAL,80.0,1,89970.63,89970.63,28615.2318253182,746,0.008291594854877779,17,11.4072,46
Royal Society of Chemistry,United Kingdom,NGO,B,suspended,,2022-12-24,no,RDO INTERNATIONAL,80.0,1,89970.63,89970.63,28615.2318253182,746,0.008291594854877779,17,11.4072,46
SSAB,Sweden,Materials,B,other,,2022-12-24,no,SSAB AB,100,1,40016.38,40016.38,26437.3568032868,3,7.496929886310217e-05,17,10.5970,46
STIHL,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,STIHL HOLDING AG & CO. KG,100.0,1,17474.93,17474.93,9952.0408523744,36,0.0020600940917327023,8,9.7685,46
Safran,France,Industrials,B,suspended,,2022-12-24,no,SAFRAN,100,2,27351.58,20773.67,6785.34596094582,7,0.00024068929192654098,21,10.2165,78
Samsonite International,Luxembourg,Consumer Discretionary,B,suspended,,2022-12-24,no,ONTEX GROUP NV,80.0,1,80323.01,80323.01,48822.8700040895,362,0.004506803469080906,17,11.2938,17
Samsung,South Korea,Information Technology,B,suspended,,2022-12-24,no,"SAMSUNG ELECTRONICS CO.,LTD.",100.0,2,143150.00,110086.84,42156.1495843623,146,5.450242520708038e-05,11,11.8716,46
Sandvik,Sweden,Industrials,B,suspended,,2022-12-24,no,IGK AG,80.0,2,178.42,94.34,24.7130935750902,27,0.23319121438144488,16,5.1841,63
Sardina,Croatia,Consumer Staples,B,suspended,,2022-12-24,no,SAUR,85.71428571428572,1,4117.62,4117.62,796.2165709408,8,0.0019428680027536952,7,8.3230,46
Scandinavian Tobacco,Denmark,Consumer Staples,B,suspended,,2022-12-24,no,ACCOR,88.88888888888889,6,27641.08,23995.97,13748.5696624117,292,0.002042009582031575,21,10.2271,55
Scania,Sweden,Industrials,B,suspended,,2022-12-24,no,NISA INTERNATIONAL CORPORATION,85.71428571428572,1,197.68,197.68,131.883927477524,2,0.010117472556420749,16,5.2866,68
Schwarz Group,Germany,Consumer Staples,B,suspended,,2022-12-24,no,MR SCHWARZ MICHAEL,100.0,1,5165.79,5165.79,-2304.02486570552,120,0.023229746515753057,12,8.5498,52
Sennheiser,Germany,Information Technology,B,suspended,,2022-12-24,no,SENNHEISER HOLDING SE & CO. KG,100.0,1,9168.73,9168.73,5472.07924648654,26,0.002835724505264828,16,9.1236,46
Sharp Group,Japan,Information Technology,B,suspended,,2022-12-24,no,SHARP CORPORATION,100,1,11294.80,11294.80,2868.71097772196,16,0.0014165811990046319,15,9.3321,46
Sherwin Williams,United States,Industrials,B,suspended,,2023-08-23,no,SHERWIN WILLIAMS COMPANY (THE),100.0,1,1779.42,1779.42,1527.7160645891,,,18,7.4840,46
Shiseido,Japan,Consumer Staples,B,suspended,,2022-12-24,no,SHISEIDO COMPANY LIMITED,100.0,1,139084.93,139084.93,46123.5567837982,223,0.0016033369285147086,15,11.8428,46
Siemens Energy AG,Germany,Industrials,B,sold,,2022-12-24,no,SIEMENS ENERGY AG,100,2,244400.37,147713.32,21223.2440264989,,,2,12.4066,46
Sigma Group,Czech Republic,Industrials,B,suspended,,2023-08-23,no,KKR SIGMA AGGREGATOR LP,100.0,1,2259.62,2259.62,-2384.11359488405,,,4,7.7230,10
Simba Dickie Group,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,DIC CORPORATION,100.0,1,7423.62,7423.62,7271.28937284555,41,0.005522912388043414,14,8.9124,24
Skytrax,United Kingdom,NGO,B,suspended,,2022-12-24,no,SEKTRA LIMITED,83.33333333333334,2,3762.86,3287.62,2003.82000404689,7,0.0006083424169222637,7,8.2329,78
Smartway Pharmaceuticals,United Kingdom,Health Care,B,suspended,,2022-12-24,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Sodeca,Spain,Industrials,B,other,,2022-12-24,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Solvay,Belgium,Materials,B,suspended,,2022-12-24,no,AKTSIONERNOE OBSHCHESTVO FINANSOVAYA KOMPANIYA AMO,83.33333333333334,1,19.07,19.07,-7.24163635261357,,,6,2.9483,33
SonoSim,United States,Health Care,B,suspended,,2022-12-24,no,SONY GROUP CORPORATION,85.71428571428572,1,183.81,183.81,183.813728682697,2,0.01088058010864053,7,5.2139,60
Sony,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,SONY GROUP CORPORATION,100,1,183.81,183.81,183.813728682697,2,0.01088058010864053,7,5.2139,60
Sportradar,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,SNPO LIMITED,85.71428571428572,1,,,,,,12,,63
Spotify,Sweden,Communication Services,B,suspended,,2023-08-23,no,SNPO LIMITED,85.71428571428572,1,,,,,,12,,63
SriLankan Airlines,Sri Lanka,Industrials,B,suspended,,2022-12-24,no,SILGAN HOLDINGS INC,83.33333333333334,4,91630.81,50826.58,5432.74827730004,107,,13,11.4255,25
Stellantis,Netherlands,Consumer Discretionary,B,suspended,,2022-12-24,no,STELLANTIS N.V.,100.0,3,489526.38,424800.42,137703.537967483,796,0.0017890754496127496,13,13.1012,29
Storytel,Sweden,Communication Services,B,suspended,,2022-12-24,no,STORYTEL AB,100,1,5548.96,5548.96,2238.850138532,238,0.042890885885568185,8,8.6214,58
Subaru,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,SBDA GROUP LTD,75.0,1,3445.59,3445.59,1134.68903882708,145,0.042082752468379295,9,8.1449,62
Sumitomo Group,Japan,Financials,B,other,,2022-12-24,no,SUMITOMO CORPORATION,100,6,54101.74,24948.27,13917.6982140299,64,0.0018838980282110999,15,10.8986,46
Supercell,Finland,Information Technology,B,other,,2022-12-24,no,TECE SE,75.0,2,14630.88,12559.53,3657.37632562593,152,0.009634120031291507,15,9.5909,46
Swagelok,United States,Industrials,B,suspended,,2023-08-23,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Swarovski,Liechtenstein,Consumer Discretionary,B,suspended,,2022-12-24,no,D. SWAROVSKI KG,100.0,1,12484.57,12484.57,10143.7019304875,26,0.0020825711237136093,20,9.4322,46
Swatch,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,THE SWATCH GROUP LTD.,100.0,1,117961.37,117961.37,101551.445235421,81,0.0006866654730468783,17,11.6781,46
Sweco,Sweden,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Synopsys,United States,Information Technology,B,suspended,,2022-12-24,no,"SYNOPSYS, INC.",100,2,18062.61,15083.62,1312.25719266292,2,6.629710394850405e-05,11,9.8016,62
Systemair,Sweden,Industrials,B,suspended,,2022-12-24,no,SYSTEMAIR AB,100,3,34474.05,30317.38,17684.1028936636,183,0.005079594642943734,12,10.4480,46
